tab_id,col_id,row_id,label,context,entity
UXAJ83I54,1,2,Italy,['Italy'],http://www.wikidata.org/entity/Q38
UXAJ83I54,1,3,bell pepper,['bell pepper'],http://www.wikidata.org/entity/Q1548030
RLDK84O17,1,1,Chinese cuisine,['Chinese cuisine'],http://www.wikidata.org/entity/Q10876842
RLDK84O17,1,2,"rice, Glycine max, Welsh onion, Zingiber officinale, sesame","['rice, Glycine max, Welsh onion, Zingiber officinale, sesame']","http://www.wikidata.org/entity/Q5090,http://www.wikidata.org/entity/Q11006,http://www.wikidata.org/entity/Q27938,http://www.wikidata.org/entity/Q35625,http://www.wikidata.org/entity/Q2763698"
RLDK84O17,1,3,People's Republic of China,"[""People's Republic of China""]",http://www.wikidata.org/entity/Q148
RLDK84O20,1,2,People's Republic of China,"[""People's Republic of China""]",http://www.wikidata.org/entity/Q148
RLDK84O20,1,3,"rice, pork chop","['rice, pork chop']","http://www.wikidata.org/entity/Q5090,http://www.wikidata.org/entity/Q860985"
SWCS90O10,1,1,national cuisine,['national cuisine'],http://www.wikidata.org/entity/Q1968435
SWCS90O10,1,2,"sugar, peanut, sesame seed","['sugar, peanut, sesame seed']","http://www.wikidata.org/entity/Q11002,http://www.wikidata.org/entity/Q3621199,http://www.wikidata.org/entity/Q12000036"
CDCF92X003,1,1,domesticated turkey,['domesticated turkey'],http://www.wikidata.org/entity/Q848706
CDCF92X004,1,1,Castanea dentata,['Castanea dentata'],http://www.wikidata.org/entity/Q468698
CDCF92X017,1,1,Leucoagaricus leucothites,['Leucoagaricus leucothites'],http://www.wikidata.org/entity/Q1130373
CDCF92X018,1,2,liquorice,['liquorice'],http://www.wikidata.org/entity/Q257106
CDCF92X027,1,2,egg,['egg'],http://www.wikidata.org/entity/Q93189
CDCF92X030,1,1,Lycoperdon pyriforme,['Lycoperdon pyriforme'],http://www.wikidata.org/entity/Q865798
CDCF92X040,1,1,eating,['eating'],http://www.wikidata.org/entity/Q213449
CDCF92X040,1,2,People's Republic of China,"[""People's Republic of China""]",http://www.wikidata.org/entity/Q148
CDCF92X040,1,3,Category:Fried rice,['Category:Fried rice'],http://www.wikidata.org/entity/Q9495748
CDCF92X040,1,4,Asian cuisine,['Asian cuisine'],http://www.wikidata.org/entity/Q728206
CDCF92X040,1,5,cooked rice,['cooked rice'],http://www.wikidata.org/entity/Q523224
CDCF92X050,1,1,calf,['calf'],http://www.wikidata.org/entity/Q2935
CDCF92X050,1,2,cattle,['cattle'],http://www.wikidata.org/entity/Q830
CDCF92X060,1,1,snipe,['snipe'],http://www.wikidata.org/entity/Q3469018
CDCF92X060,1,2,Scolopacidae,['Scolopacidae'],http://www.wikidata.org/entity/Q26626
CDCF92X061,1,1,sauerkraut,['sauerkraut'],http://www.wikidata.org/entity/Q154166
CDCF92X061,1,2,white cabbage,['white cabbage'],http://www.wikidata.org/entity/Q35051
CDCF92X064,1,1,rose,['rose'],http://www.wikidata.org/entity/Q102231
CDCF92X064,1,2,Rosa,['Rosa'],http://www.wikidata.org/entity/Q34687
CDCF92X074,1,1,northern pike,['northern pike'],http://www.wikidata.org/entity/Q83363026
CDCF92X074,1,2,pike,['pike'],http://www.wikidata.org/entity/Q165278
CDCF92X079,1,1,mutton,['mutton'],http://www.wikidata.org/entity/Q14566073
CDCF92X079,1,2,Ovis,['Ovis'],http://www.wikidata.org/entity/Q22724
CDCF92X083,1,1,lamb meat,['lamb meat'],http://www.wikidata.org/entity/Q643419
CDCF92X083,1,2,Ovis,['Ovis'],http://www.wikidata.org/entity/Q22724
CDCF92X086,1,1,Huso,['Huso'],http://www.wikidata.org/entity/Q83363024
CDCF92X086,1,2,Huso,['Huso'],http://www.wikidata.org/entity/Q669842
CDCF92X092,1,1,deer,['deer'],http://www.wikidata.org/entity/Q29838690
CDCF92X092,1,2,Cervidae,['Cervidae'],http://www.wikidata.org/entity/Q23390
CDCF92X108,1,1,Capon,['Capon'],http://www.wikidata.org/entity/Q594676
CDCF92X108,1,2,chicken,['chicken'],http://www.wikidata.org/entity/Q780
CDCF92X123,1,1,coral,['coral'],http://www.wikidata.org/entity/Q29386288
CDCF92X123,1,2,coral,['coral'],http://www.wikidata.org/entity/Q171446
CDCF92X126,1,1,pear,['pear'],http://www.wikidata.org/entity/Q13099586
CDCF92X126,1,2,Pyrus communis,['Pyrus communis'],http://www.wikidata.org/entity/Q146281
CDCF92X150,1,1,Category:Frog leg dishes,['Category:Frog leg dishes'],http://www.wikidata.org/entity/Q102348930
CDCF92X150,1,4,frog,['frog'],http://www.wikidata.org/entity/Q3116510
CDCF92X169,1,2,chicken egg,['chicken egg'],http://www.wikidata.org/entity/Q15260613
CDCF92X169,1,4,"nutriment, food thickener","['nutriment, food thickener']","http://www.wikidata.org/entity/Q1422299,http://www.wikidata.org/entity/Q60449655"
CDCF92X169,1,5,"chicken egg, yolk","['chicken egg, yolk']","http://www.wikidata.org/entity/Q15260613,http://www.wikidata.org/entity/Q16336079"
CDCF92X169,1,8,Tomasz Żółtko,['Tomasz Żółtko'],http://www.wikidata.org/entity/Q9359851
CDCF92X170,1,1,pig,['pig'],http://www.wikidata.org/entity/Q787
CDCF92X174,1,4,"Sinapis alba, Brassica nigra, Brassica juncea","['Sinapis alba, Brassica nigra, Brassica juncea']","http://www.wikidata.org/entity/Q146202,http://www.wikidata.org/entity/Q381942,http://www.wikidata.org/entity/Q504781"
CDCF92X215,1,6,"spread, cooking and baking ingredient","['spread, cooking and baking ingredient']","http://www.wikidata.org/entity/Q1472481,http://www.wikidata.org/entity/Q115618475"
CDCF92X215,1,11,Wikipedia:Vital articles/Level/4,['Wikipedia:Vital articles/Level/4'],http://www.wikidata.org/entity/Q6173448
CDCF92X215,1,14,"Paulys Realenzyklopädie der klassischen Altertumswissenschaft, Armenian Soviet Encyclopedia, Great Soviet Encyclopedia (1926–1947)","['Paulys Realenzyklopädie der klassischen Altertumswissenschaft, Armenian Soviet Encyclopedia, Great Soviet Encyclopedia (1926–1947)']","http://www.wikidata.org/entity/Q1138524,http://www.wikidata.org/entity/Q2657718,http://www.wikidata.org/entity/Q20078554"
CDCF92X215,1,15,fat,['fat'],http://www.wikidata.org/entity/Q127980
CDCF92X215,1,16,churning,['churning'],http://www.wikidata.org/entity/Q2916087
CDCF92X215,1,17,spread butter,['spread butter'],http://www.wikidata.org/entity/Q16701410
CDCF92X215,1,21,Category:Butter,['Category:Butter'],http://www.wikidata.org/entity/Q7214336
CDCF92X215,1,23,"milk, cream","['milk, cream']","http://www.wikidata.org/entity/Q8495,http://www.wikidata.org/entity/Q13228"
CDCF92X218,1,4,Mentha ×piperita,['Mentha ×piperita'],http://www.wikidata.org/entity/Q156037
CDCF92X218,1,5,peppermint leaf,['peppermint leaf'],http://www.wikidata.org/entity/Q96312751
CDCF92X218,1,6,"Brockhaus and Efron Encyclopedic Dictionary, New Encyclopedic Dictionary","['Brockhaus and Efron Encyclopedic Dictionary, New Encyclopedic Dictionary']","http://www.wikidata.org/entity/Q602358,http://www.wikidata.org/entity/Q19190511"
CDCF92X221,1,1,pickled cucumber,['pickled cucumber'],http://www.wikidata.org/entity/Q1365891
CDCF92X222,1,2,pickled cucumber,['pickled cucumber'],http://www.wikidata.org/entity/Q1365891
CDCF92X223,1,2,basbousa,['basbousa'],http://www.wikidata.org/entity/Q2317875
CDCF92X223,1,3,Category:Semolina and wheat farina,['Category:Semolina and wheat farina'],http://www.wikidata.org/entity/Q32126210
CDCF92X223,1,4,gluten-related disorder,['gluten-related disorder'],http://www.wikidata.org/entity/Q1367782
CDCF92X223,1,5,Triticum durum,['Triticum durum'],http://www.wikidata.org/entity/Q618324
CDCF92X223,1,6,"Brockhaus and Efron Encyclopedic Dictionary, Meyers Konversations-Lexikon, 4th edition (1885–1890)","['Brockhaus and Efron Encyclopedic Dictionary, Meyers Konversations-Lexikon, 4th edition (1885–1890)']","http://www.wikidata.org/entity/Q602358,http://www.wikidata.org/entity/Q19219752"
CDCF92X223,1,7,wheat,['wheat'],http://www.wikidata.org/entity/Q15645384
CDCF92X223,1,8,"semolina pudding, Cream of Wheat","['semolina pudding, Cream of Wheat']","http://www.wikidata.org/entity/Q257971,http://www.wikidata.org/entity/Q10752167"
CDCF92X223,1,10,farina,['farina'],http://www.wikidata.org/entity/Q3505415
CDCF92X268,1,1,Category:Baker's yeasts,"[""Category:Baker's yeasts""]",http://www.wikidata.org/entity/Q19898701
CDCF92X268,1,4,Saccharomyces cerevisiae,['Saccharomyces cerevisiae'],http://www.wikidata.org/entity/Q719725
CDCF92X273,1,3,Mentha ×piperita,['Mentha ×piperita'],http://www.wikidata.org/entity/Q156037
CDCF92X273,1,4,mint leaf,['mint leaf'],http://www.wikidata.org/entity/Q27640062
CDCF92X273,1,6,mint leaf,['mint leaf'],http://www.wikidata.org/entity/Q27640062
CDCF92X276,1,4,canola,['canola'],http://www.wikidata.org/entity/Q1790872
CDCF92X276,1,6,rapeseed oil,['rapeseed oil'],http://www.wikidata.org/entity/Q697248
CFKS96U2,1,1,"Fanta, Sprite, Angostura bitters, lemon, grenadine, cucumber","['Fanta, Sprite, Angostura bitters, lemon, grenadine, cucumber']","http://www.wikidata.org/entity/Q9935,http://www.wikidata.org/entity/Q206978,http://www.wikidata.org/entity/Q542594,http://www.wikidata.org/entity/Q1093742,http://www.wikidata.org/entity/Q1136498,http://www.wikidata.org/entity/Q2735883"
CFKS96U2,1,2,Nigeria,['Nigeria'],http://www.wikidata.org/entity/Q1033
GULO103C05,1,1,Romania,['Romania'],http://www.wikidata.org/entity/Q218
GULO103C05,1,2,Romania,['Romania'],http://www.wikidata.org/entity/Q218
GULO103C05,1,3,"rice, offal, pork meat","['rice, offal, pork meat']","http://www.wikidata.org/entity/Q5090,http://www.wikidata.org/entity/Q157484,http://www.wikidata.org/entity/Q191768"
GULO103C06,1,1,Chinese cuisine,['Chinese cuisine'],http://www.wikidata.org/entity/Q10876842
GULO103C06,1,3,People's Republic of China,"[""People's Republic of China""]",http://www.wikidata.org/entity/Q148
XHJV112U03,1,2,Mexico,['Mexico'],http://www.wikidata.org/entity/Q96
XHJV112U04,1,2,"BLT, avocado","['BLT, avocado']","http://www.wikidata.org/entity/Q796270,http://www.wikidata.org/entity/Q961769"
XHJV112U08,1,2,South Africa,['South Africa'],http://www.wikidata.org/entity/Q258
XHJV112U08,1,3,"bread roll, lettuce, French fries, ketchup, Bologna sausage","['bread roll, lettuce, French fries, ketchup, Bologna sausage']","http://www.wikidata.org/entity/Q23004,http://www.wikidata.org/entity/Q83193,http://www.wikidata.org/entity/Q152088,http://www.wikidata.org/entity/Q178143,http://www.wikidata.org/entity/Q543025"
XHJV112U08,1,4,The Great Gatsby,['The Great Gatsby'],http://www.wikidata.org/entity/Q214371
JBMW123J001,1,1,Prunus serotina,['Prunus serotina'],http://www.wikidata.org/entity/Q158987
JBMW123J014,1,1,Vaccinium corymbosum,['Vaccinium corymbosum'],http://www.wikidata.org/entity/Q468695
JBMW123J027,1,1,Citrullus colocynthis,['Citrullus colocynthis'],http://www.wikidata.org/entity/Q913609
JBMW123J038,1,1,Prunus tomentosa,['Prunus tomentosa'],http://www.wikidata.org/entity/Q627393
JBMW123J041,1,2,Wax gourd,['Wax gourd'],http://www.wikidata.org/entity/Q652206
JBMW123J045,1,2,Morinda citrifolia,['Morinda citrifolia'],http://www.wikidata.org/entity/Q234238
JBMW123J051,1,2,Bullace,['Bullace'],http://www.wikidata.org/entity/Q4996665
JBMW123J102,1,1,Vaccinium angustifolium,['Vaccinium angustifolium'],http://www.wikidata.org/entity/Q512441
JBMW123J117,1,1,Hovenia dulcis,['Hovenia dulcis'],http://www.wikidata.org/entity/Q1478203
JBMW123J120,1,3,Litchi chinensis,['Litchi chinensis'],http://www.wikidata.org/entity/Q13182
JBMW123J120,1,4,"pink, ochre","['pink, ochre']","http://www.wikidata.org/entity/Q429220,http://www.wikidata.org/entity/Q12353401"
JBMW123J128,1,2,Cordyla africana,['Cordyla africana'],http://www.wikidata.org/entity/Q5170089
JBMW123J165,1,1,Rubus chamaemorus,['Rubus chamaemorus'],http://www.wikidata.org/entity/Q160092
NHGI126G0,1,1,"carbohydrate, dietary fiber","['carbohydrate, dietary fiber']","http://www.wikidata.org/entity/Q11358,http://www.wikidata.org/entity/Q215210"
NHGI126G0,1,2,United States of America,['United States of America'],http://www.wikidata.org/entity/Q30
NHGI126G0,1,3,Sus Hi Eatstation,['Sus Hi Eatstation'],http://www.wikidata.org/entity/Q104626465
FJIW129O008,1,1,Baisu,['Baisu'],http://www.wikidata.org/entity/Q18456432
FJIW129O017,1,1,Belarus,['Belarus'],http://www.wikidata.org/entity/Q184
FJIW129O017,1,3,Mazyr Dairy Products,['Mazyr Dairy Products'],http://www.wikidata.org/entity/Q110506036
FJIW129O017,1,4,Institute for the Meat and Dairy Industry,['Institute for the Meat and Dairy Industry'],http://www.wikidata.org/entity/Q108864413
FJIW129O017,1,5,"milk, Acidophiline","['milk, Acidophiline']","http://www.wikidata.org/entity/Q8495,http://www.wikidata.org/entity/Q4073318"
FJIW129O021,1,2,Guinea,['Guinea'],http://www.wikidata.org/entity/Q1006
FJIW129O034,1,1,Mai Thi Nguyen-Kim,['Mai Thi Nguyen-Kim'],http://www.wikidata.org/entity/Q29169693
FJIW129O034,1,3,Germany,['Germany'],http://www.wikidata.org/entity/Q183
FJIW129O054,1,1,Malaysia,['Malaysia'],http://www.wikidata.org/entity/Q833
FJIW129O054,1,2,rice,['rice'],http://www.wikidata.org/entity/Q5090
FJIW129O072,1,2,United Spirits Limited,['United Spirits Limited'],http://www.wikidata.org/entity/Q17086814
FJIW129O072,1,3,India,['India'],http://www.wikidata.org/entity/Q668
FJIW129O074,1,1,Britvic,['Britvic'],http://www.wikidata.org/entity/Q4971696
FJIW129O075,1,1,United Spirits Limited,['United Spirits Limited'],http://www.wikidata.org/entity/Q17086814
FJIW129O075,1,2,India,['India'],http://www.wikidata.org/entity/Q668
FJIW129O076,1,2,Pernod Ricard,['Pernod Ricard'],http://www.wikidata.org/entity/Q837049
FJIW129O076,1,3,Pernod Ricard,['Pernod Ricard'],http://www.wikidata.org/entity/Q837049
FJIW129O083,1,1,Sazerac Company,['Sazerac Company'],http://www.wikidata.org/entity/Q7429410
FJIW129O083,1,2,Kentucky,['Kentucky'],http://www.wikidata.org/entity/Q1603
FJIW129O095,1,2,Fuller's Brewery,"[""Fuller's Brewery""]",http://www.wikidata.org/entity/Q5253950
FJIW129O095,1,3,United Kingdom,['United Kingdom'],http://www.wikidata.org/entity/Q145
FJIW129O115,1,6,Danone,['Danone'],http://www.wikidata.org/entity/Q329426
