JKS5KAJR,6,1,NIL,['Ohio Township' 20.26 206]
JKS5KAJR,7,1,NIL,['Ohio Township' 30.73 181]
JKS5KAJR,1,2,326,['Abington Township' 21.17 326]
JKS5KAJR,2,2,253,['Concord Township' 17.96 253]
JKS5KAJR,3,2,233,['Concord Township' 36.86 233]
JKS5KAJR,4,2,227,['Hickory Grove Township' 28.9 227]
JKS5KAJR,5,2,129,['Ohio Township' 68.16 129]
JKS5KAJR,6,2,206,['Ohio Township' 20.26 206]
JKS5KAJR,7,2,181,['Ohio Township' 30.73 181]
FZAS3QBH,1,0,Warren Township,['Warren Township' 29.44 262]
FZAS3QBH,2,0,Warren Township,['Warren Township' 24.4 260]
FZAS3QBH,1,1,NIL,['Warren Township' 29.44 262]
FZAS3QBH,2,1,NIL,['Warren Township' 24.4 260]
FZAS3QBH,1,2,262,['Warren Township' 29.44 262]
FZAS3QBH,2,2,260,['Warren Township' 24.4 260]
C3SOO0DD,1,0,Florida Township,['Florida Township' 48.47 186]
C3SOO0DD,2,0,Salt Creek Township,['Salt Creek Township' 43.03 169]
C3SOO0DD,3,0,Salt Creek Township,['Salt Creek Township' 27.24 262]
C3SOO0DD,4,0,Salt Creek Township,['Salt Creek Township' 29.78 165]
C3SOO0DD,1,1,NIL,['Florida Township' 48.47 186]
C3SOO0DD,2,1,NIL,['Salt Creek Township' 43.03 169]
C3SOO0DD,3,1,NIL,['Salt Creek Township' 27.24 262]
C3SOO0DD,4,1,NIL,['Salt Creek Township' 29.78 165]
C3SOO0DD,1,2,186,['Florida Township' 48.47 186]
C3SOO0DD,2,2,169,['Salt Creek Township' 43.03 169]
C3SOO0DD,3,2,262,['Salt Creek Township' 27.24 262]
C3SOO0DD,4,2,165,['Salt Creek Township' 29.78 165]
K4A0E0QL,1,0,La Belle,['La Belle' 48 39 22]
K4A0E0QL,2,0,Aconit,['Aconit' 100 44 15]
K4A0E0QL,1,1,48,['La Belle' 48 39 22]
K4A0E0QL,2,1,100,['Aconit' 100 44 15]
K4A0E0QL,1,2,39,['La Belle' 48 39 22]
K4A0E0QL,2,2,44,['Aconit' 100 44 15]
K4A0E0QL,1,3,22,['La Belle' 48 39 22]
K4A0E0QL,2,3,15,['Aconit' 100 44 15]
9BGB7SWG,1,0,City of Porsmouth,['City of Porsmouth' 40.0283729 217284.33]
9BGB7SWG,2,0,Rutnand,['Rutnand' 379.9221435 39379.424]
9BGB7SWG,3,0,Nort Linconshire,['Nort Linconshire' 843.7577102 172865.025]
9BGB7SWG,1,1,NIL,['City of Porsmouth' 40.0283729 217284.33]
9BGB7SWG,2,1,NIL,['Rutnand' 379.9221435 39379.424]
9BGB7SWG,3,1,NIL,['Nort Linconshire' 843.7577102 172865.025]
9BGB7SWG,1,2,NIL,['City of Porsmouth' 40.0283729 217284.33]
9BGB7SWG,2,2,NIL,['Rutnand' 379.9221435 39379.424]
9BGB7SWG,3,2,NIL,['Nort Linconshire' 843.7577102 172865.025]
NBR61LS1,1,0,Notthumberland,['Notthumberland' 4983.7195856 323820.0]
NBR61LS1,2,0,South Gloucfstershire,['South Gloucfstershire' 500.4259311 281796.068]
NBR61LS1,1,1,NIL,['Notthumberland' 4983.7195856 323820.0]
NBR61LS1,2,1,NIL,['South Gloucfstershire' 500.4259311 281796.068]
NBR61LS1,1,2,NIL,['Notthumberland' 4983.7195856 323820.0]
NBR61LS1,2,2,NIL,['South Gloucfstershire' 500.4259311 281796.068]
R9VI0ZU0,1,0,flag of Dayton,['flag of Dayton' 'Dayton']
R9VI0ZU0,2,0,flag of Victoria,['flag of Victoria' 'Victoria']
R9VI0ZU0,1,1,Dayton,['flag of Dayton' 'Dayton']
R9VI0ZU0,2,1,Victoria,['flag of Victoria' 'Victoria']
I5QUEVR8,1,0,34th Street,['34th Street' 2]
I5QUEVR8,2,0,Haneda Airport Terminal 3 Station,['Haneda Airport Terminal 3 Station' 2]
I5QUEVR8,1,1,2,['34th Street' 2]
I5QUEVR8,2,1,2,['Haneda Airport Terminal 3 Station' 2]
9155JW8C,1,0,Mas Blau,['Mas Blau' 2.0]
9155JW8C,2,0,Colma station,['Colma station' 3.0]
9155JW8C,3,0,Prat de Llobregat,['Prat de Llobregat' 4.0]
9155JW8C,4,0,Dongbaek Station,['Dongbaek Station' 2.0]
9155JW8C,5,0,Tangqiao station,['Tangqiao station' nan]
9155JW8C,6,0,Magenta railway station,['Magenta railway station' 4.0]
9155JW8C,7,0,Nation,['Nation' 2.0]
9155JW8C,8,0,Logan,['Logan' 4.0]
9155JW8C,9,0,Yangjeong Station,['Yangjeong Station' 2.0]
9155JW8C,10,0,Jangsan Station,['Jangsan Station' 2.0]
9155JW8C,1,1,NIL,['Mas Blau' 2.0]
9155JW8C,2,1,NIL,['Colma station' 3.0]
9155JW8C,3,1,NIL,['Prat de Llobregat' 4.0]
9155JW8C,4,1,NIL,['Dongbaek Station' 2.0]
9155JW8C,5,1,NIL,['Tangqiao station' nan]
9155JW8C,6,1,NIL,['Magenta railway station' 4.0]
9155JW8C,7,1,NIL,['Nation' 2.0]
9155JW8C,8,1,NIL,['Logan' 4.0]
9155JW8C,9,1,NIL,['Yangjeong Station' 2.0]
9155JW8C,10,1,NIL,['Jangsan Station' 2.0]
TF13GBS9,1,0,Namsan Station,['Namsan Station' 2.0]
TF13GBS9,2,0,Myrtle Avenue,['Myrtle Avenue' 4.0]
TF13GBS9,3,0,181st Street,['181st Street' 2.0]
TF13GBS9,4,0,Xiaonanmen Station,['Xiaonanmen Station' nan]
TF13GBS9,5,0,Beacon Hill,['Beacon Hill' 2.0]
TF13GBS9,6,0,Midtown,['Midtown' nan]
TF13GBS9,7,0,Xinghai Square Station,['Xinghai Square Station' nan]
TF13GBS9,8,0,Shot Tower,['Shot Tower' 2.0]
TF13GBS9,1,1,NIL,['Namsan Station' 2.0]
TF13GBS9,2,1,NIL,['Myrtle Avenue' 4.0]
TF13GBS9,3,1,NIL,['181st Street' 2.0]
TF13GBS9,4,1,NIL,['Xiaonanmen Station' nan]
TF13GBS9,5,1,NIL,['Beacon Hill' 2.0]
TF13GBS9,6,1,NIL,['Midtown' nan]
TF13GBS9,7,1,NIL,['Xinghai Square Station' nan]
TF13GBS9,8,1,NIL,['Shot Tower' 2.0]
TBSWV5UB,1,0,Norwalk,['Norwalk' 2]
TBSWV5UB,2,0,Pavones,['Pavones' 2]
TBSWV5UB,1,1,2,['Norwalk' 2]
TBSWV5UB,2,1,2,['Pavones' 2]
XPQYMX6R,1,0,San Juan de Dios,['San Juan de Dios' 2.0]
XPQYMX6R,2,0,Gare d'Austerlitz,"[""Gare d'Austerlitz"" nan]"
XPQYMX6R,1,1,NIL,['San Juan de Dios' 2.0]
XPQYMX6R,2,1,NIL,"[""Gare d'Austerlitz"" nan]"
BGMLF9DR,1,0,Tatra National Park,['Tatra National Park' 21164]
BGMLF9DR,2,0,Pieniny National Park,['Pieniny National Park' 2346]
BGMLF9DR,1,1,21164,['Tatra National Park' 21164]
BGMLF9DR,2,1,2346,['Pieniny National Park' 2346]
DOK169HR,1,0,Coral Harbour A,['Coral Harbour A' 62.2]
DOK169HR,2,0,Coral Harbour A,['Coral Harbour A' 62.2]
DOK169HR,1,1,NIL,['Coral Harbour A' 62.2]
DOK169HR,2,1,NIL,['Coral Harbour A' 62.2]
7H4WB3MC,1,0,Marathon A,['Marathon A' 314.6]
7H4WB3MC,2,0,Marathon A,['Marathon A' 314.6]
7H4WB3MC,3,0,Kangirsuk A,['Kangirsuk A' 123.75]
7H4WB3MC,4,0,Kangirsuk A,['Kangirsuk A' 123.8]
7H4WB3MC,5,0,Kangirsuk A,['Kangirsuk A' 123.8]
7H4WB3MC,1,1,NIL,['Marathon A' 314.6]
7H4WB3MC,2,1,NIL,['Marathon A' 314.6]
7H4WB3MC,3,1,NIL,['Kangirsuk A' 123.75]
7H4WB3MC,4,1,NIL,['Kangirsuk A' 123.8]
7H4WB3MC,5,1,NIL,['Kangirsuk A' 123.8]
ATPHR1DK,1,0,Valcartier A,['Valcartier A' 167.6]
ATPHR1DK,2,0,Valcartier A,['Valcartier A' 167.6]
ATPHR1DK,3,0,Gameti A,['Gameti A' 220.7]
ATPHR1DK,4,0,Gameti A,['Gameti A' 220.7]
ATPHR1DK,5,0,Fort Mcpherson A,['Fort Mcpherson A' 35.4]
ATPHR1DK,6,0,Fort Mcpherson A,['Fort Mcpherson A' 35.4]
ATPHR1DK,1,1,NIL,['Valcartier A' 167.6]
ATPHR1DK,2,1,NIL,['Valcartier A' 167.6]
ATPHR1DK,3,1,NIL,['Gameti A' 220.7]
ATPHR1DK,4,1,NIL,['Gameti A' 220.7]
ATPHR1DK,5,1,NIL,['Fort Mcpherson A' 35.4]
ATPHR1DK,6,1,NIL,['Fort Mcpherson A' 35.4]
0WR8HB5F,1,0,Kyalami,['Kyalami' nan]
0WR8HB5F,2,0,Bilster Berg,['Bilster Berg' nan]
0WR8HB5F,3,0,Riverside Speedway,['Riverside Speedway' nan]
0WR8HB5F,4,0,Las Paredes,['Las Paredes' nan]
0WR8HB5F,5,0,Charlotte Speedway,['Charlotte Speedway' 1.2]
0WR8HB5F,6,0,Ascot Park,['Ascot Park' nan]
0WR8HB5F,7,0,Langley Speedway,['Langley Speedway' nan]
0WR8HB5F,1,1,NIL,['Kyalami' nan]
0WR8HB5F,2,1,NIL,['Bilster Berg' nan]
0WR8HB5F,3,1,NIL,['Riverside Speedway' nan]
0WR8HB5F,4,1,NIL,['Las Paredes' nan]
0WR8HB5F,5,1,NIL,['Charlotte Speedway' 1.2]
0WR8HB5F,6,1,NIL,['Ascot Park' nan]
0WR8HB5F,7,1,NIL,['Langley Speedway' nan]
AW4BZJGK,1,0,Rodebah,['Rodebah' nan]
AW4BZJGK,2,0,Eurqn,['Eurqn' nan]
AW4BZJGK,3,0,Rockaway Crehk,['Rockaway Crehk' nan]
AW4BZJGK,4,0,Gagnh,['Gagnh' nan]
AW4BZJGK,5,0,Cale Crehk,['Cale Crehk' 556.5559999999999]
AW4BZJGK,6,0,Libby Cree,['Libby Cree' nan]
AW4BZJGK,7,0,Haggart Crek,['Haggart Crek' 207.328]
AW4BZJGK,8,0,Yehudiy,['Yehudiy' nan]
AW4BZJGK,1,1,NIL,['Rodebah' nan]
AW4BZJGK,2,1,NIL,['Eurqn' nan]
AW4BZJGK,3,1,NIL,['Rockaway Crehk' nan]
AW4BZJGK,4,1,NIL,['Gagnh' nan]
AW4BZJGK,5,1,NIL,['Cale Crehk' 556.5559999999999]
AW4BZJGK,6,1,NIL,['Libby Cree' nan]
AW4BZJGK,7,1,NIL,['Haggart Crek' 207.328]
AW4BZJGK,8,1,NIL,['Yehudiy' nan]
3S53OZSF,1,0,awhaka Creek.,['awhaka Creek.' 37.0]
3S53OZSF,2,0,LittleMuddy Rives,['LittleMuddy Rives' nan]
3S53OZSF,3,0,Califorpia Slowgh,['Califorpia Slowgh' 11.0]
3S53OZSF,4,0,Hjghland Creek,['Hjghland Creek' nan]
3S53OZSF,5,0,utherford Cueek,['utherford Cueek' nan]
3S53OZSF,6,0,Caigieburn.,['Caigieburn.' 894.4499999999999]
3S53OZSF,7,0,Kennegy Creek,['Kennegy Creek' 464.6]
3S53OZSF,1,1,NIL,['awhaka Creek.' 37.0]
3S53OZSF,2,1,NIL,['LittleMuddy Rives' nan]
3S53OZSF,3,1,NIL,['Califorpia Slowgh' 11.0]
3S53OZSF,4,1,NIL,['Hjghland Creek' nan]
3S53OZSF,5,1,NIL,['utherford Cueek' nan]
3S53OZSF,6,1,NIL,['Caigieburn.' 894.4499999999999]
3S53OZSF,7,1,NIL,['Kennegy Creek' 464.6]
8GEH7ZRY,1,0,Violetta Villas,['Violetta Villas' 6]
8GEH7ZRY,2,0,Bookends,['Bookends' 7]
8GEH7ZRY,1,1,6,['Violetta Villas' 6]
8GEH7ZRY,2,1,7,['Bookends' 7]
2AX6EPDA,1,0,"Through the Past, Darkly (Big Hits Vol. 2)","['Through the Past, Darkly (Big Hits Vol. 2)' 6]"
2AX6EPDA,2,0,Easy Pieces,['Easy Pieces' 5]
2AX6EPDA,3,0,Dirty Deeds Done Dirt Cheap,['Dirty Deeds Done Dirt Cheap' 5]
2AX6EPDA,4,0,Dirty Deeds Done Dirt Cheap,['Dirty Deeds Done Dirt Cheap' 5]
2AX6EPDA,1,1,6,"['Through the Past, Darkly (Big Hits Vol. 2)' 6]"
2AX6EPDA,2,1,5,['Easy Pieces' 5]
2AX6EPDA,3,1,5,['Dirty Deeds Done Dirt Cheap' 5]
2AX6EPDA,4,1,5,['Dirty Deeds Done Dirt Cheap' 5]
DLGFQQT7,1,0,St. Lawrence County,['St. Lawrence County' 7308 'Canton' 108505]
DLGFQQT7,2,0,Steuben County,['Steuben County' 3637 'Bath' 93584]
DLGFQQT7,3,0,Orleans County,['Orleans County' 2117 'Albion' 40343]
DLGFQQT7,4,0,Schuyler County,['Schuyler County' 886 'Watkins Glen' 17898]
DLGFQQT7,5,0,Saratoga County,['Saratoga County' 2185 'Ballston Spa' 235509]
DLGFQQT7,1,1,7308,['St. Lawrence County' 7308 'Canton' 108505]
DLGFQQT7,2,1,3637,['Steuben County' 3637 'Bath' 93584]
DLGFQQT7,3,1,2117,['Orleans County' 2117 'Albion' 40343]
DLGFQQT7,4,1,886,['Schuyler County' 886 'Watkins Glen' 17898]
DLGFQQT7,5,1,2185,['Saratoga County' 2185 'Ballston Spa' 235509]
DLGFQQT7,1,2,Canton,['St. Lawrence County' 7308 'Canton' 108505]
DLGFQQT7,2,2,Bath,['Steuben County' 3637 'Bath' 93584]
DLGFQQT7,3,2,Albion,['Orleans County' 2117 'Albion' 40343]
DLGFQQT7,4,2,Watkins Glen,['Schuyler County' 886 'Watkins Glen' 17898]
DLGFQQT7,5,2,Ballston Spa,['Saratoga County' 2185 'Ballston Spa' 235509]
DLGFQQT7,1,3,108505,['St. Lawrence County' 7308 'Canton' 108505]
DLGFQQT7,2,3,93584,['Steuben County' 3637 'Bath' 93584]
DLGFQQT7,3,3,40343,['Orleans County' 2117 'Albion' 40343]
DLGFQQT7,4,3,17898,['Schuyler County' 886 'Watkins Glen' 17898]
DLGFQQT7,5,3,235509,['Saratoga County' 2185 'Ballston Spa' 235509]
10NIEV07,1,0,Allegany County,['Allegany County' 2679 'Belmont' 46456]
10NIEV07,2,0,Oneida County,['Oneida County' 3256 'Utica' 232125]
10NIEV07,3,0,Nassau County,['Nassau County' 1173 'Mineola' 1395774]
10NIEV07,4,0,Suffolk County,['Suffolk County' 6146 'Riverhead' 1525920]
10NIEV07,5,0,Genesee County,['Genesee County' 1283 'Batavia' 58388]
10NIEV07,6,0,Cortland County,['Cortland County' 1299 'Cortland' 46809]
10NIEV07,7,0,Chenango County,['Chenango County' 2328 'Norwich' 47220]
10NIEV07,8,0,Jefferson County,['Jefferson County' 4810 'Watertown' 116721]
10NIEV07,1,1,2679,['Allegany County' 2679 'Belmont' 46456]
10NIEV07,2,1,3256,['Oneida County' 3256 'Utica' 232125]
10NIEV07,3,1,1173,['Nassau County' 1173 'Mineola' 1395774]
10NIEV07,4,1,6146,['Suffolk County' 6146 'Riverhead' 1525920]
10NIEV07,5,1,1283,['Genesee County' 1283 'Batavia' 58388]
10NIEV07,6,1,1299,['Cortland County' 1299 'Cortland' 46809]
10NIEV07,7,1,2328,['Chenango County' 2328 'Norwich' 47220]
10NIEV07,8,1,4810,['Jefferson County' 4810 'Watertown' 116721]
10NIEV07,1,2,Belmont,['Allegany County' 2679 'Belmont' 46456]
10NIEV07,2,2,Utica,['Oneida County' 3256 'Utica' 232125]
10NIEV07,3,2,Mineola,['Nassau County' 1173 'Mineola' 1395774]
10NIEV07,4,2,Riverhead,['Suffolk County' 6146 'Riverhead' 1525920]
10NIEV07,5,2,Batavia,['Genesee County' 1283 'Batavia' 58388]
10NIEV07,6,2,Cortland,['Cortland County' 1299 'Cortland' 46809]
10NIEV07,7,2,Norwich,['Chenango County' 2328 'Norwich' 47220]
10NIEV07,8,2,Watertown,['Jefferson County' 4810 'Watertown' 116721]
10NIEV07,1,3,46456,['Allegany County' 2679 'Belmont' 46456]
10NIEV07,2,3,232125,['Oneida County' 3256 'Utica' 232125]
10NIEV07,3,3,1395774,['Nassau County' 1173 'Mineola' 1395774]
10NIEV07,4,3,1525920,['Suffolk County' 6146 'Riverhead' 1525920]
10NIEV07,5,3,58388,['Genesee County' 1283 'Batavia' 58388]
10NIEV07,6,3,46809,['Cortland County' 1299 'Cortland' 46809]
10NIEV07,7,3,47220,['Chenango County' 2328 'Norwich' 47220]
10NIEV07,8,3,116721,['Jefferson County' 4810 'Watertown' 116721]
8UHQ8NMW,1,0,Clinton County,['Clinton County' 2895 'Plattsburgh' 79843]
8UHQ8NMW,2,0,Tioga County,['Tioga County' 1354 'Owego' 48455]
8UHQ8NMW,3,0,Madison County,['Madison County' 1713 'Wampsville' 68016]
8UHQ8NMW,4,0,Chemung County,['Chemung County' 1064 'Elmira' 84148]
8UHQ8NMW,5,0,Schoharie County,['Schoharie County' 1622 'Schoharie' 29714]
8UHQ8NMW,6,0,Washington County,['Washington County' 2191 'Fort Edward' 61302]
8UHQ8NMW,7,0,Ulster County,['Ulster County' 3006 'Kingston' 181851]
8UHQ8NMW,1,1,2895,['Clinton County' 2895 'Plattsburgh' 79843]
8UHQ8NMW,2,1,1354,['Tioga County' 1354 'Owego' 48455]
8UHQ8NMW,3,1,1713,['Madison County' 1713 'Wampsville' 68016]
8UHQ8NMW,4,1,1064,['Chemung County' 1064 'Elmira' 84148]
8UHQ8NMW,5,1,1622,['Schoharie County' 1622 'Schoharie' 29714]
8UHQ8NMW,6,1,2191,['Washington County' 2191 'Fort Edward' 61302]
8UHQ8NMW,7,1,3006,['Ulster County' 3006 'Kingston' 181851]
8UHQ8NMW,1,2,Plattsburgh,['Clinton County' 2895 'Plattsburgh' 79843]
8UHQ8NMW,2,2,Owego,['Tioga County' 1354 'Owego' 48455]
8UHQ8NMW,3,2,Wampsville,['Madison County' 1713 'Wampsville' 68016]
8UHQ8NMW,4,2,Elmira,['Chemung County' 1064 'Elmira' 84148]
8UHQ8NMW,5,2,Schoharie,['Schoharie County' 1622 'Schoharie' 29714]
8UHQ8NMW,6,2,Fort Edward,['Washington County' 2191 'Fort Edward' 61302]
8UHQ8NMW,7,2,Kingston,['Ulster County' 3006 'Kingston' 181851]
8UHQ8NMW,1,3,79843,['Clinton County' 2895 'Plattsburgh' 79843]
8UHQ8NMW,2,3,48455,['Tioga County' 1354 'Owego' 48455]
8UHQ8NMW,3,3,68016,['Madison County' 1713 'Wampsville' 68016]
8UHQ8NMW,4,3,84148,['Chemung County' 1064 'Elmira' 84148]
8UHQ8NMW,5,3,29714,['Schoharie County' 1622 'Schoharie' 29714]
8UHQ8NMW,6,3,61302,['Washington County' 2191 'Fort Edward' 61302]
8UHQ8NMW,7,3,181851,['Ulster County' 3006 'Kingston' 181851]
MBGIUSUY,1,0,Sullivan County,['Sullivan County' 2582 'Monticello' 78624]
MBGIUSUY,2,0,Schenectady County,['Schenectady County' 543 'Schenectady' 158061]
MBGIUSUY,3,0,Cayuga County,['Cayuga County' 2237 'Auburn' 76248]
MBGIUSUY,4,0,Tompkins County,['Tompkins County' 1273 'Ithaca' 105740]
MBGIUSUY,5,0,Broome County,['Broome County' 1853 'Binghamton' 198683]
MBGIUSUY,6,0,Dutchess County,['Dutchess County' 2138 'Poughkeepsie' 295911]
MBGIUSUY,7,0,Onondaga County,['Onondaga County' 2087 'Syracuse' 476516]
MBGIUSUY,8,0,Monroe County,['Monroe County' 3537 'Rochester' 759443]
MBGIUSUY,1,1,2582,['Sullivan County' 2582 'Monticello' 78624]
MBGIUSUY,2,1,543,['Schenectady County' 543 'Schenectady' 158061]
MBGIUSUY,3,1,2237,['Cayuga County' 2237 'Auburn' 76248]
MBGIUSUY,4,1,1273,['Tompkins County' 1273 'Ithaca' 105740]
MBGIUSUY,5,1,1853,['Broome County' 1853 'Binghamton' 198683]
MBGIUSUY,6,1,2138,['Dutchess County' 2138 'Poughkeepsie' 295911]
MBGIUSUY,7,1,2087,['Onondaga County' 2087 'Syracuse' 476516]
MBGIUSUY,8,1,3537,['Monroe County' 3537 'Rochester' 759443]
MBGIUSUY,1,2,Monticello,['Sullivan County' 2582 'Monticello' 78624]
MBGIUSUY,2,2,Schenectady,['Schenectady County' 543 'Schenectady' 158061]
MBGIUSUY,3,2,Auburn,['Cayuga County' 2237 'Auburn' 76248]
MBGIUSUY,4,2,Ithaca,['Tompkins County' 1273 'Ithaca' 105740]
MBGIUSUY,5,2,Binghamton,['Broome County' 1853 'Binghamton' 198683]
MBGIUSUY,6,2,Poughkeepsie,['Dutchess County' 2138 'Poughkeepsie' 295911]
MBGIUSUY,7,2,Syracuse,['Onondaga County' 2087 'Syracuse' 476516]
MBGIUSUY,8,2,Rochester,['Monroe County' 3537 'Rochester' 759443]
MBGIUSUY,1,3,78624,['Sullivan County' 2582 'Monticello' 78624]
MBGIUSUY,2,3,158061,['Schenectady County' 543 'Schenectady' 158061]
MBGIUSUY,3,3,76248,['Cayuga County' 2237 'Auburn' 76248]
MBGIUSUY,4,3,105740,['Tompkins County' 1273 'Ithaca' 105740]
MBGIUSUY,5,3,198683,['Broome County' 1853 'Binghamton' 198683]
MBGIUSUY,6,3,295911,['Dutchess County' 2138 'Poughkeepsie' 295911]
MBGIUSUY,7,3,476516,['Onondaga County' 2087 'Syracuse' 476516]
MBGIUSUY,8,3,759443,['Monroe County' 3537 'Rochester' 759443]
6RTGWWDZ,1,0,Ulster County,['Ulster County' 3.1 'Delaware County']
6RTGWWDZ,2,0,Monroe County,['Monroe County' 52.0 'Livingston County']
6RTGWWDZ,3,0,Wayne County,['Wayne County' 56.0 'Cayuga County']
6RTGWWDZ,4,0,Jefferson County,['Jefferson County' 32.0 'St. Lawrence County']
6RTGWWDZ,5,0,Orange County,['Orange County' 3.2 'Sussex County']
6RTGWWDZ,6,0,Clinton County,['Clinton County' 7.1 'Le Haut-Saint-Laurent']
6RTGWWDZ,7,0,Queens County,['Queens County' nan 'Kings County']
6RTGWWDZ,8,0,Fulton County,['Fulton County' 7.0 'Saratoga County']
6RTGWWDZ,1,1,NIL,['Ulster County' 3.1 'Delaware County']
6RTGWWDZ,2,1,NIL,['Monroe County' 52.0 'Livingston County']
6RTGWWDZ,3,1,NIL,['Wayne County' 56.0 'Cayuga County']
6RTGWWDZ,4,1,NIL,['Jefferson County' 32.0 'St. Lawrence County']
6RTGWWDZ,5,1,NIL,['Orange County' 3.2 'Sussex County']
6RTGWWDZ,6,1,NIL,['Clinton County' 7.1 'Le Haut-Saint-Laurent']
6RTGWWDZ,7,1,NIL,['Queens County' nan 'Kings County']
6RTGWWDZ,8,1,NIL,['Fulton County' 7.0 'Saratoga County']
6RTGWWDZ,1,2,Delaware County,['Ulster County' 3.1 'Delaware County']
6RTGWWDZ,2,2,Livingston County,['Monroe County' 52.0 'Livingston County']
6RTGWWDZ,3,2,Cayuga County,['Wayne County' 56.0 'Cayuga County']
6RTGWWDZ,4,2,St. Lawrence County,['Jefferson County' 32.0 'St. Lawrence County']
6RTGWWDZ,5,2,Sussex County,['Orange County' 3.2 'Sussex County']
6RTGWWDZ,6,2,Le Haut-Saint-Laurent,['Clinton County' 7.1 'Le Haut-Saint-Laurent']
6RTGWWDZ,7,2,Kings County,['Queens County' nan 'Kings County']
6RTGWWDZ,8,2,Saratoga County,['Fulton County' 7.0 'Saratoga County']
XT6VVCAV,1,0,Putnam County,['Putnam County' 6.5 'Dutchess County']
XT6VVCAV,2,0,Herkimer County,['Herkimer County' 3.2 'St. Lawrence County']
XT6VVCAV,3,0,Hamilton County,['Hamilton County' 5.0 'St. Lawrence County']
XT6VVCAV,4,0,Saratoga County,['Saratoga County' 4.0 'Schenectady County']
XT6VVCAV,5,0,Sullivan County,['Sullivan County' 2.9 'Pike County']
XT6VVCAV,1,1,NIL,['Putnam County' 6.5 'Dutchess County']
XT6VVCAV,2,1,NIL,['Herkimer County' 3.2 'St. Lawrence County']
XT6VVCAV,3,1,NIL,['Hamilton County' 5.0 'St. Lawrence County']
XT6VVCAV,4,1,NIL,['Saratoga County' 4.0 'Schenectady County']
XT6VVCAV,5,1,NIL,['Sullivan County' 2.9 'Pike County']
XT6VVCAV,1,2,Dutchess County,['Putnam County' 6.5 'Dutchess County']
XT6VVCAV,2,2,St. Lawrence County,['Herkimer County' 3.2 'St. Lawrence County']
XT6VVCAV,3,2,St. Lawrence County,['Hamilton County' 5.0 'St. Lawrence County']
