tab_id,row_id,col_id,label,context,entity
C3SOO0DD,3,0,Salt Creek Township,"['Salt Creek Township', 27.24, 262]",http://www.wikidata.org/entity/Q7405834
C3SOO0DD,4,0,Salt Creek Township,"['Salt Creek Township', 29.78, 165]",http://www.wikidata.org/entity/Q7405837
K4A0E0QL,1,0,La Belle,"['La Belle', 48, 39, 22]",http://www.wikidata.org/entity/Q47544387
K4A0E0QL,2,0,Aconit,"['Aconit', 100, 44, 15]",http://www.wikidata.org/entity/Q47537623
9BGB7SWG,1,0,City of Porsmouth,"['City of Porsmouth', 40.0283729, 217284.33]",http://www.wikidata.org/entity/Q21683233
9BGB7SWG,2,0,Rutnand,"['Rutnand', 379.9221435, 39379.424]",http://www.wikidata.org/entity/Q23107
9BGB7SWG,3,0,Nort Linconshire,"['Nort Linconshire', 843.7577102, 172865.025]",http://www.wikidata.org/entity/Q175945
NBR61LS1,1,0,Notthumberland,"['Notthumberland', 4983.7195856, 323820.0]",http://www.wikidata.org/entity/Q23079
NBR61LS1,2,0,South Gloucfstershire,"['South Gloucfstershire', 500.4259311, 281796.068]",http://www.wikidata.org/entity/Q1369280
R9VI0ZU0,1,0,flag of Dayton,"['flag of Dayton', 'Dayton']",http://www.wikidata.org/entity/Q98400609
R9VI0ZU0,1,1,Dayton,"['flag of Dayton', 'Dayton']",http://www.wikidata.org/entity/Q34739
R9VI0ZU0,2,0,flag of Victoria,"['flag of Victoria', 'Victoria']",http://www.wikidata.org/entity/Q5456837
R9VI0ZU0,2,1,Victoria,"['flag of Victoria', 'Victoria']",http://www.wikidata.org/entity/Q2132
I5QUEVR8,1,0,34th Street,"['34th Street', 2]",http://www.wikidata.org/entity/Q4635453
I5QUEVR8,2,0,Haneda Airport Terminal 3 Station,"['Haneda Airport Terminal 3 Station', 2]",http://www.wikidata.org/entity/Q11284112
9155JW8C,1,0,Mas Blau,"['Mas Blau', 2.0]",http://www.wikidata.org/entity/Q3824631
9155JW8C,2,0,Colma station,"['Colma station', 3.0]",http://www.wikidata.org/entity/Q5147717
9155JW8C,3,0,Prat de Llobregat,"['Prat de Llobregat', 4.0]",http://www.wikidata.org/entity/Q1894527
9155JW8C,4,0,Dongbaek Station,"['Dongbaek Station', 2.0]",http://www.wikidata.org/entity/Q706404
9155JW8C,5,0,Tangqiao station,['Tangqiao station'],http://www.wikidata.org/entity/Q876944
9155JW8C,6,0,Magenta railway station,"['Magenta railway station', 4.0]",http://www.wikidata.org/entity/Q608428
9155JW8C,7,0,Nation,"['Nation', 2.0]",http://www.wikidata.org/entity/Q801232
9155JW8C,8,0,Logan,"['Logan', 4.0]",http://www.wikidata.org/entity/Q6666919
9155JW8C,9,0,Yangjeong Station,"['Yangjeong Station', 2.0]",http://www.wikidata.org/entity/Q705625
9155JW8C,10,0,Jangsan Station,"['Jangsan Station', 2.0]",http://www.wikidata.org/entity/Q625055
TF13GBS9,1,0,Namsan Station,"['Namsan Station', 2.0]",http://www.wikidata.org/entity/Q705005
TF13GBS9,2,0,Myrtle Avenue,"['Myrtle Avenue', 4.0]",http://www.wikidata.org/entity/Q2931557
TF13GBS9,3,0,181st Street,"['181st Street', 2.0]",http://www.wikidata.org/entity/Q2442219
TF13GBS9,4,0,Xiaonanmen Station,['Xiaonanmen Station'],http://www.wikidata.org/entity/Q986041
TF13GBS9,5,0,Beacon Hill,"['Beacon Hill', 2.0]",http://www.wikidata.org/entity/Q4875949
TF13GBS9,6,0,Midtown,['Midtown'],http://www.wikidata.org/entity/Q6843070
TF13GBS9,7,0,Xinghai Square Station,['Xinghai Square Station'],http://www.wikidata.org/entity/Q8044546
TF13GBS9,8,0,Shot Tower,"['Shot Tower', 2.0]",http://www.wikidata.org/entity/Q7502403
TBSWV5UB,1,0,Norwalk,"['Norwalk', 2]",http://www.wikidata.org/entity/Q944027
TBSWV5UB,2,0,Pavones,"['Pavones', 2]",http://www.wikidata.org/entity/Q2479437
XPQYMX6R,1,0,San Juan de Dios,"['San Juan de Dios', 2.0]",http://www.wikidata.org/entity/Q6119146
XPQYMX6R,2,0,Gare d'Austerlitz,"[""Gare d'Austerlitz""]",http://www.wikidata.org/entity/Q734017
BGMLF9DR,1,0,Tatra National Park,"['Tatra National Park', 21164]",http://www.wikidata.org/entity/Q609353
BGMLF9DR,2,0,Pieniny National Park,"['Pieniny National Park', 2346]",http://www.wikidata.org/entity/Q625500
DOK169HR,1,0,Coral Harbour A,"['Coral Harbour A', 62.2]",http://www.wikidata.org/entity/Q61308951
DOK169HR,2,0,Coral Harbour A,"['Coral Harbour A', 62.2]",http://www.wikidata.org/entity/Q61308953
7H4WB3MC,1,0,Marathon A,"['Marathon A', 314.6]",http://www.wikidata.org/entity/Q61038360
7H4WB3MC,2,0,Marathon A,"['Marathon A', 314.6]",http://www.wikidata.org/entity/Q61038362
7H4WB3MC,3,0,Kangirsuk A,"['Kangirsuk A', 123.75]",http://www.wikidata.org/entity/Q61022530
7H4WB3MC,4,0,Kangirsuk A,"['Kangirsuk A', 123.8]",http://www.wikidata.org/entity/Q61022531
7H4WB3MC,5,0,Kangirsuk A,"['Kangirsuk A', 123.8]",http://www.wikidata.org/entity/Q61022532
ATPHR1DK,1,0,Valcartier A,"['Valcartier A', 167.6]",http://www.wikidata.org/entity/Q61021409
ATPHR1DK,2,0,Valcartier A,"['Valcartier A', 167.6]",http://www.wikidata.org/entity/Q61021410
ATPHR1DK,3,0,Gameti A,"['Gameti A', 220.7]",http://www.wikidata.org/entity/Q61308828
ATPHR1DK,4,0,Gameti A,"['Gameti A', 220.7]",http://www.wikidata.org/entity/Q61308829
ATPHR1DK,5,0,Fort Mcpherson A,"['Fort Mcpherson A', 35.4]",http://www.wikidata.org/entity/Q61308672
ATPHR1DK,6,0,Fort Mcpherson A,"['Fort Mcpherson A', 35.4]",http://www.wikidata.org/entity/Q61308676
0WR8HB5F,1,0,Kyalami,['Kyalami'],http://www.wikidata.org/entity/Q171667
0WR8HB5F,2,0,Bilster Berg,['Bilster Berg'],http://www.wikidata.org/entity/Q863357
0WR8HB5F,3,0,Riverside Speedway,['Riverside Speedway'],http://www.wikidata.org/entity/Q2155611
0WR8HB5F,4,0,Las Paredes,['Las Paredes'],http://www.wikidata.org/entity/Q6492394
0WR8HB5F,5,0,Charlotte Speedway,"['Charlotte Speedway', 1.2]",http://www.wikidata.org/entity/Q1067347
0WR8HB5F,6,0,Ascot Park,['Ascot Park'],http://www.wikidata.org/entity/Q4804034
0WR8HB5F,7,0,Langley Speedway,['Langley Speedway'],http://www.wikidata.org/entity/Q731010
AW4BZJGK,1,0,Rodebah,['Rodebah'],http://www.wikidata.org/entity/Q2470231
AW4BZJGK,2,0,Eurqn,['Eurqn'],http://www.wikidata.org/entity/Q1375110
AW4BZJGK,3,0,Rockaway Crehk,['Rockaway Crehk'],http://www.wikidata.org/entity/Q7354950
AW4BZJGK,4,0,Gagnh,['Gagnh'],http://www.wikidata.org/entity/Q3094337
AW4BZJGK,5,0,Cale Crehk,"['Cale Crehk', 556.5559999999999]",http://www.wikidata.org/entity/Q22381243
AW4BZJGK,6,0,Libby Cree,['Libby Cree'],http://www.wikidata.org/entity/Q6540422
AW4BZJGK,7,0,Haggart Crek,"['Haggart Crek', 207.328]",http://www.wikidata.org/entity/Q22585473
AW4BZJGK,8,0,Yehudiy,['Yehudiy'],http://www.wikidata.org/entity/Q7218091
3S53OZSF,1,0,awhaka Creek.,"['awhaka Creek.', 37.0]",http://www.wikidata.org/entity/Q32235807
3S53OZSF,2,0,LittleMuddy Rives,['LittleMuddy Rives'],http://www.wikidata.org/entity/Q6651078
3S53OZSF,3,0,Califorpia Slowgh,"['Califorpia Slowgh', 11.0]",http://www.wikidata.org/entity/Q49871782
3S53OZSF,4,0,Hjghland Creek,['Hjghland Creek'],http://www.wikidata.org/entity/Q5758754
3S53OZSF,5,0,utherford Cueek,['utherford Cueek'],http://www.wikidata.org/entity/Q7383336
3S53OZSF,6,0,Caigieburn.,"['Caigieburn.', 894.4499999999999]",http://www.wikidata.org/entity/Q32169041
3S53OZSF,7,0,Kennegy Creek,"['Kennegy Creek', 464.6]",http://www.wikidata.org/entity/Q32236226
8GEH7ZRY,1,0,Violetta Villas,"['Violetta Villas', 6]",http://www.wikidata.org/entity/Q9368866
8GEH7ZRY,2,0,Bookends,"['Bookends', 7]",http://www.wikidata.org/entity/Q109877994
2AX6EPDA,1,0,"Through the Past, Darkly (Big Hits Vol. 2)","['Through the Past, Darkly (Big Hits Vol. 2)', 6]",http://www.wikidata.org/entity/Q62602690
2AX6EPDA,2,0,Easy Pieces,"['Easy Pieces', 5]",http://www.wikidata.org/entity/Q71270270
2AX6EPDA,3,0,Dirty Deeds Done Dirt Cheap,"['Dirty Deeds Done Dirt Cheap', 5]",http://www.wikidata.org/entity/Q3279252
2AX6EPDA,4,0,Dirty Deeds Done Dirt Cheap,"['Dirty Deeds Done Dirt Cheap', 5]",http://www.wikidata.org/entity/Q66255250
DLGFQQT7,1,0,St. Lawrence County,"['St. Lawrence County', 7308, 'Canton', 108505]",http://www.wikidata.org/entity/Q500569
DLGFQQT7,1,2,Canton,"['St. Lawrence County', 7308, 'Canton', 108505]",http://www.wikidata.org/entity/Q2936647
DLGFQQT7,2,0,Steuben County,"['Steuben County', 3637, 'Bath', 93584]",http://www.wikidata.org/entity/Q71100
DLGFQQT7,2,2,Bath,"['Steuben County', 3637, 'Bath', 93584]",http://www.wikidata.org/entity/Q2891223
DLGFQQT7,3,0,Orleans County,"['Orleans County', 2117, 'Albion', 40343]",http://www.wikidata.org/entity/Q115125
DLGFQQT7,3,2,Albion,"['Orleans County', 2117, 'Albion', 40343]",http://www.wikidata.org/entity/Q2831925
DLGFQQT7,4,0,Schuyler County,"['Schuyler County', 886, 'Watkins Glen', 17898]",http://www.wikidata.org/entity/Q71190
DLGFQQT7,4,2,Watkins Glen,"['Schuyler County', 886, 'Watkins Glen', 17898]",http://www.wikidata.org/entity/Q2738851
DLGFQQT7,5,0,Saratoga County,"['Saratoga County', 2185, 'Ballston Spa', 235509]",http://www.wikidata.org/entity/Q487605
DLGFQQT7,5,2,Ballston Spa,"['Saratoga County', 2185, 'Ballston Spa', 235509]",http://www.wikidata.org/entity/Q2572315
10NIEV07,1,0,Allegany County,"['Allegany County', 2679, 'Belmont', 46456]",http://www.wikidata.org/entity/Q47944
10NIEV07,1,2,Belmont,"['Allegany County', 2679, 'Belmont', 46456]",http://www.wikidata.org/entity/Q2557385
10NIEV07,2,0,Oneida County,"['Oneida County', 3256, 'Utica', 232125]",http://www.wikidata.org/entity/Q115043
10NIEV07,2,2,Utica,"['Oneida County', 3256, 'Utica', 232125]",http://www.wikidata.org/entity/Q2495519
10NIEV07,3,0,Nassau County,"['Nassau County', 1173, 'Mineola', 1395774]",http://www.wikidata.org/entity/Q54064
10NIEV07,3,2,Mineola,"['Nassau County', 1173, 'Mineola', 1395774]",http://www.wikidata.org/entity/Q2349502
10NIEV07,4,0,Suffolk County,"['Suffolk County', 6146, 'Riverhead', 1525920]",http://www.wikidata.org/entity/Q54065
10NIEV07,4,2,Riverhead,"['Suffolk County', 6146, 'Riverhead', 1525920]",http://www.wikidata.org/entity/Q1770518
10NIEV07,5,0,Genesee County,"['Genesee County', 1283, 'Batavia', 58388]",http://www.wikidata.org/entity/Q115014
10NIEV07,5,2,Batavia,"['Genesee County', 1283, 'Batavia', 58388]",http://www.wikidata.org/entity/Q1380988
10NIEV07,6,0,Cortland County,"['Cortland County', 1299, 'Cortland', 46809]",http://www.wikidata.org/entity/Q487610
10NIEV07,6,2,Cortland,"['Cortland County', 1299, 'Cortland', 46809]",http://www.wikidata.org/entity/Q1380739
10NIEV07,7,0,Chenango County,"['Chenango County', 2328, 'Norwich', 47220]",http://www.wikidata.org/entity/Q487616
10NIEV07,7,2,Norwich,"['Chenango County', 2328, 'Norwich', 47220]",http://www.wikidata.org/entity/Q1380484
10NIEV07,8,0,Jefferson County,"['Jefferson County', 4810, 'Watertown', 116721]",http://www.wikidata.org/entity/Q115227
10NIEV07,8,2,Watertown,"['Jefferson County', 4810, 'Watertown', 116721]",http://www.wikidata.org/entity/Q1378026
8UHQ8NMW,1,0,Clinton County,"['Clinton County', 2895, 'Plattsburgh', 79843]",http://www.wikidata.org/entity/Q114884
8UHQ8NMW,1,2,Plattsburgh,"['Clinton County', 2895, 'Plattsburgh', 79843]",http://www.wikidata.org/entity/Q998669
8UHQ8NMW,2,0,Tioga County,"['Tioga County', 1354, 'Owego', 48455]",http://www.wikidata.org/entity/Q56154
8UHQ8NMW,2,2,Owego,"['Tioga County', 1354, 'Owego', 48455]",http://www.wikidata.org/entity/Q993272
8UHQ8NMW,3,0,Madison County,"['Madison County', 1713, 'Wampsville', 68016]",http://www.wikidata.org/entity/Q115166
8UHQ8NMW,3,2,Wampsville,"['Madison County', 1713, 'Wampsville', 68016]",http://www.wikidata.org/entity/Q965657
8UHQ8NMW,4,0,Chemung County,"['Chemung County', 1064, 'Elmira', 84148]",http://www.wikidata.org/entity/Q854630
8UHQ8NMW,4,2,Elmira,"['Chemung County', 1064, 'Elmira', 84148]",http://www.wikidata.org/entity/Q934135
8UHQ8NMW,5,0,Schoharie County,"['Schoharie County', 1622, 'Schoharie', 29714]",http://www.wikidata.org/entity/Q71202
8UHQ8NMW,5,2,Schoharie,"['Schoharie County', 1622, 'Schoharie', 29714]",http://www.wikidata.org/entity/Q920781
8UHQ8NMW,6,0,Washington County,"['Washington County', 2191, 'Fort Edward', 61302]",http://www.wikidata.org/entity/Q56149
8UHQ8NMW,6,2,Fort Edward,"['Washington County', 2191, 'Fort Edward', 61302]",http://www.wikidata.org/entity/Q919719
8UHQ8NMW,7,0,Ulster County,"['Ulster County', 3006, 'Kingston', 181851]",http://www.wikidata.org/entity/Q56152
8UHQ8NMW,7,2,Kingston,"['Ulster County', 3006, 'Kingston', 181851]",http://www.wikidata.org/entity/Q868660
MBGIUSUY,1,0,Sullivan County,"['Sullivan County', 2582, 'Monticello', 78624]",http://www.wikidata.org/entity/Q70979
MBGIUSUY,1,2,Monticello,"['Sullivan County', 2582, 'Monticello', 78624]",http://www.wikidata.org/entity/Q432255
MBGIUSUY,2,0,Schenectady County,"['Schenectady County', 543, 'Schenectady', 158061]",http://www.wikidata.org/entity/Q487599
MBGIUSUY,2,2,Schenectady,"['Schenectady County', 543, 'Schenectady', 158061]",http://www.wikidata.org/entity/Q331380
MBGIUSUY,3,0,Cayuga County,"['Cayuga County', 2237, 'Auburn', 76248]",http://www.wikidata.org/entity/Q115182
MBGIUSUY,3,2,Auburn,"['Cayuga County', 2237, 'Auburn', 76248]",http://www.wikidata.org/entity/Q225519
MBGIUSUY,4,0,Tompkins County,"['Tompkins County', 1273, 'Ithaca', 105740]",http://www.wikidata.org/entity/Q56153
MBGIUSUY,4,2,Ithaca,"['Tompkins County', 1273, 'Ithaca', 105740]",http://www.wikidata.org/entity/Q217346
MBGIUSUY,5,0,Broome County,"['Broome County', 1853, 'Binghamton', 198683]",http://www.wikidata.org/entity/Q47894
MBGIUSUY,5,2,Binghamton,"['Broome County', 1853, 'Binghamton', 198683]",http://www.wikidata.org/entity/Q213814
MBGIUSUY,6,0,Dutchess County,"['Dutchess County', 2138, 'Poughkeepsie', 295911]",http://www.wikidata.org/entity/Q115148
MBGIUSUY,6,2,Poughkeepsie,"['Dutchess County', 2138, 'Poughkeepsie', 295911]",http://www.wikidata.org/entity/Q178093
MBGIUSUY,7,0,Onondaga County,"['Onondaga County', 2087, 'Syracuse', 476516]",http://www.wikidata.org/entity/Q114904
MBGIUSUY,7,2,Syracuse,"['Onondaga County', 2087, 'Syracuse', 476516]",http://www.wikidata.org/entity/Q128069
MBGIUSUY,8,0,Monroe County,"['Monroe County', 3537, 'Rochester', 759443]",http://www.wikidata.org/entity/Q115104
MBGIUSUY,8,2,Rochester,"['Monroe County', 3537, 'Rochester', 759443]",http://www.wikidata.org/entity/Q49218
6RTGWWDZ,1,0,Ulster County,"['Ulster County', 3.1, 'Delaware County']",http://www.wikidata.org/entity/Q56152
6RTGWWDZ,1,2,Delaware County,"['Ulster County', 3.1, 'Delaware County']",http://www.wikidata.org/entity/Q115289
6RTGWWDZ,2,0,Monroe County,"['Monroe County', 52.0, 'Livingston County']",http://www.wikidata.org/entity/Q115104
6RTGWWDZ,2,2,Livingston County,"['Monroe County', 52.0, 'Livingston County']",http://www.wikidata.org/entity/Q487578
6RTGWWDZ,3,0,Wayne County,"['Wayne County', 56.0, 'Cayuga County']",http://www.wikidata.org/entity/Q56146
6RTGWWDZ,3,2,Cayuga County,"['Wayne County', 56.0, 'Cayuga County']",http://www.wikidata.org/entity/Q115182
6RTGWWDZ,4,0,Jefferson County,"['Jefferson County', 32.0, 'St. Lawrence County']",http://www.wikidata.org/entity/Q115227
6RTGWWDZ,4,2,St. Lawrence County,"['Jefferson County', 32.0, 'St. Lawrence County']",http://www.wikidata.org/entity/Q500569
6RTGWWDZ,5,0,Orange County,"['Orange County', 3.2, 'Sussex County']",http://www.wikidata.org/entity/Q108618
6RTGWWDZ,5,2,Sussex County,"['Orange County', 3.2, 'Sussex County']",http://www.wikidata.org/entity/Q495998
6RTGWWDZ,6,0,Clinton County,"['Clinton County', 7.1, 'Le Haut-Saint-Laurent']",http://www.wikidata.org/entity/Q114884
6RTGWWDZ,6,2,Le Haut-Saint-Laurent,"['Clinton County', 7.1, 'Le Haut-Saint-Laurent']",http://www.wikidata.org/entity/Q1518812
6RTGWWDZ,7,0,Queens County,"['Queens County', 'Kings County']",http://www.wikidata.org/entity/Q5142559
6RTGWWDZ,7,2,Kings County,"['Queens County', 'Kings County']",http://www.wikidata.org/entity/Q11980692
6RTGWWDZ,8,0,Fulton County,"['Fulton County', 7.0, 'Saratoga County']",http://www.wikidata.org/entity/Q115258
6RTGWWDZ,8,2,Saratoga County,"['Fulton County', 7.0, 'Saratoga County']",http://www.wikidata.org/entity/Q487605
XT6VVCAV,1,0,Putnam County,"['Putnam County', 6.5, 'Dutchess County']",http://www.wikidata.org/entity/Q115266
XT6VVCAV,1,2,Dutchess County,"['Putnam County', 6.5, 'Dutchess County']",http://www.wikidata.org/entity/Q115148
XT6VVCAV,2,0,Herkimer County,"['Herkimer County', 3.2, 'St. Lawrence County']",http://www.wikidata.org/entity/Q487564
XT6VVCAV,2,2,St. Lawrence County,"['Herkimer County', 3.2, 'St. Lawrence County']",http://www.wikidata.org/entity/Q500569
XT6VVCAV,3,0,Hamilton County,"['Hamilton County', 5.0, 'St. Lawrence County']",http://www.wikidata.org/entity/Q114948
XT6VVCAV,3,2,St. Lawrence County,"['Hamilton County', 5.0, 'St. Lawrence County']",http://www.wikidata.org/entity/Q500569
XT6VVCAV,4,0,Saratoga County,"['Saratoga County', 4.0, 'Schenectady County']",http://www.wikidata.org/entity/Q487605
XT6VVCAV,4,2,Schenectady County,"['Saratoga County', 4.0, 'Schenectady County']",http://www.wikidata.org/entity/Q487599
XT6VVCAV,5,0,Sullivan County,"['Sullivan County', 2.9, 'Pike County']",http://www.wikidata.org/entity/Q70979
XT6VVCAV,5,2,Pike County,"['Sullivan County', 2.9, 'Pike County']",http://www.wikidata.org/entity/Q495649
P9XT0D3W,1,0,Madison County,"['Madison County', 1.0, 'Chenango County']",http://www.wikidata.org/entity/Q115166
P9XT0D3W,1,2,Chenango County,"['Madison County', 1.0, 'Chenango County']",http://www.wikidata.org/entity/Q487616
P9XT0D3W,2,0,Yates County,"['Yates County', 10.0, 'Ontario County']",http://www.wikidata.org/entity/Q56144
P9XT0D3W,2,2,Ontario County,"['Yates County', 10.0, 'Ontario County']",http://www.wikidata.org/entity/Q115025
P9XT0D3W,3,0,Tioga County,"['Tioga County', 0.8, 'Chemung County']",http://www.wikidata.org/entity/Q56154
P9XT0D3W,3,2,Chemung County,"['Tioga County', 0.8, 'Chemung County']",http://www.wikidata.org/entity/Q854630
P9XT0D3W,4,0,Chemung County,"['Chemung County', 0.8, 'Tioga County']",http://www.wikidata.org/entity/Q854630
P9XT0D3W,4,2,Tioga County,"['Chemung County', 0.8, 'Tioga County']",http://www.wikidata.org/entity/Q495613
P9XT0D3W,5,0,Ontario County,"['Ontario County', 2.8, 'Livingston County']",http://www.wikidata.org/entity/Q115025
P9XT0D3W,5,2,Livingston County,"['Ontario County', 2.8, 'Livingston County']",http://www.wikidata.org/entity/Q487578
P9XT0D3W,6,0,Greene County,"['Greene County', 1.7, 'Rensselaer County']",http://www.wikidata.org/entity/Q115216
P9XT0D3W,6,2,Rensselaer County,"['Greene County', 1.7, 'Rensselaer County']",http://www.wikidata.org/entity/Q156566
GPENFXWP,1,0,Cayuga County,"['Cayuga County', 20.0, 'Cortland County']",http://www.wikidata.org/entity/Q115182
GPENFXWP,1,2,Cortland County,"['Cayuga County', 20.0, 'Cortland County']",http://www.wikidata.org/entity/Q487610
GPENFXWP,2,0,New York County,"['New York County', 'Kings County']",http://www.wikidata.org/entity/Q500416
GPENFXWP,2,2,Kings County,"['New York County', 'Kings County']",http://www.wikidata.org/entity/Q11980692
GPENFXWP,3,0,Westchester County,"['Westchester County', 'Bronx County']",http://www.wikidata.org/entity/Q54066
GPENFXWP,3,2,Bronx County,"['Westchester County', 'Bronx County']",http://www.wikidata.org/entity/Q855974
GPENFXWP,4,0,Nassau County,"['Nassau County', 37.0, 'Queens County']",http://www.wikidata.org/entity/Q54064
GPENFXWP,4,2,Queens County,"['Nassau County', 37.0, 'Queens County']",http://www.wikidata.org/entity/Q5142559
GPENFXWP,5,0,Cattaraugus County,"['Cattaraugus County', 1.1, 'Warren County']",http://www.wikidata.org/entity/Q114923
GPENFXWP,5,2,Warren County,"['Cattaraugus County', 1.1, 'Warren County']",http://www.wikidata.org/entity/Q495662
GPENFXWP,6,0,Chenango County,"['Chenango County', 0.6, 'Cortland County']",http://www.wikidata.org/entity/Q487616
GPENFXWP,6,2,Cortland County,"['Chenango County', 0.6, 'Cortland County']",http://www.wikidata.org/entity/Q487610
GPENFXWP,7,0,Franklin County,"['Franklin County', 4.0, 'St. Lawrence County']",http://www.wikidata.org/entity/Q115247
GPENFXWP,7,2,St. Lawrence County,"['Franklin County', 4.0, 'St. Lawrence County']",http://www.wikidata.org/entity/Q500569
GPENFXWP,8,0,Kings County,"['Kings County', 'Richmond County']",http://www.wikidata.org/entity/Q11980692
GPENFXWP,8,2,Richmond County,"['Kings County', 'Richmond County']",http://www.wikidata.org/entity/Q11997784
GPENFXWP,9,0,Lewis County,"['Lewis County', 1.2, 'St. Lawrence County']",http://www.wikidata.org/entity/Q115081
GPENFXWP,9,2,St. Lawrence County,"['Lewis County', 1.2, 'St. Lawrence County']",http://www.wikidata.org/entity/Q500569
2SAD93QZ,1,0,St. Lawrence County,"['St. Lawrence County', 5.0, 'Herkimer County']",http://www.wikidata.org/entity/Q500569
2SAD93QZ,1,2,Herkimer County,"['St. Lawrence County', 5.0, 'Herkimer County']",http://www.wikidata.org/entity/Q487564
2SAD93QZ,2,0,Suffolk County,"['Suffolk County', 62.0, 'Washington County']",http://www.wikidata.org/entity/Q54065
2SAD93QZ,2,2,Washington County,"['Suffolk County', 62.0, 'Washington County']",http://www.wikidata.org/entity/Q54258
2SAD93QZ,3,0,Albany County,"['Albany County', 2.0, 'Saratoga County']",http://www.wikidata.org/entity/Q108408
2SAD93QZ,3,2,Saratoga County,"['Albany County', 2.0, 'Saratoga County']",http://www.wikidata.org/entity/Q487605
2SAD93QZ,4,0,Montgomery County,"['Montgomery County', 1.8, 'Saratoga County']",http://www.wikidata.org/entity/Q487572
2SAD93QZ,4,2,Saratoga County,"['Montgomery County', 1.8, 'Saratoga County']",http://www.wikidata.org/entity/Q487605
2SAD93QZ,5,0,Richmond County,"['Richmond County', 'Kings County']",http://www.wikidata.org/entity/Q11997784
2SAD93QZ,5,2,Kings County,"['Richmond County', 'Kings County']",http://www.wikidata.org/entity/Q11980692
2SAD93QZ,6,0,Dutchess County,"['Dutchess County', 3.6, 'Litchfield County']",http://www.wikidata.org/entity/Q115148
2SAD93QZ,6,2,Litchfield County,"['Dutchess County', 3.6, 'Litchfield County']",http://www.wikidata.org/entity/Q54235
2SAD93QZ,7,0,Genesee County,"['Genesee County', 0.5, 'Livingston County']",http://www.wikidata.org/entity/Q115014
2SAD93QZ,7,2,Livingston County,"['Genesee County', 0.5, 'Livingston County']",http://www.wikidata.org/entity/Q487578
2SAD93QZ,8,0,Schenectady County,"['Schenectady County', 2.3, 'Saratoga County']",http://www.wikidata.org/entity/Q487599
2SAD93QZ,8,2,Saratoga County,"['Schenectady County', 2.3, 'Saratoga County']",http://www.wikidata.org/entity/Q487605
HMVJ3GQE,1,0,Otsego County,"['Otsego County', 1.4, 'Chenango County']",http://www.wikidata.org/entity/Q114862
HMVJ3GQE,1,2,Chenango County,"['Otsego County', 1.4, 'Chenango County']",http://www.wikidata.org/entity/Q487616
HMVJ3GQE,2,0,Bronx County,"['Bronx County', 'Queens County']",http://www.wikidata.org/entity/Q855974
HMVJ3GQE,2,2,Queens County,"['Bronx County', 'Queens County']",http://www.wikidata.org/entity/Q5142559
