tab_id,row_id,col_id,entity
3S53OZSF,6,0,http://www.wikidata.org/entity/Q28801332
3S53OZSF,7,0,http://www.wikidata.org/entity/Q12215797
8GEH7ZRY,1,0,http://www.wikidata.org/entity/Q56115902
8GEH7ZRY,2,0,http://www.wikidata.org/entity/Q1259165
2AX6EPDA,1,0,http://www.wikidata.org/entity/Q691333
2AX6EPDA,2,0,http://www.wikidata.org/entity/Q805916
2AX6EPDA,3,0,http://www.wikidata.org/entity/Q786821
2AX6EPDA,4,0,http://www.wikidata.org/entity/Q740821
DLGFQQT7,1,0,http://www.wikidata.org/entity/Q487650
DLGFQQT7,1,2,http://www.wikidata.org/entity/Q1384537
DLGFQQT7,2,0,http://www.wikidata.org/entity/Q487605
DLGFQQT7,2,2,http://www.wikidata.org/entity/Q2501575
DLGFQQT7,3,0,http://www.wikidata.org/entity/Q115168
DLGFQQT7,3,2,http://www.wikidata.org/entity/Q1384537
DLGFQQT7,4,0,http://www.wikidata.org/entity/Q115125
DLGFQQT7,4,2,http://www.wikidata.org/entity/Q2476361
DLGFQQT7,5,0,http://www.wikidata.org/entity/Q487605
DLGFQQT7,5,2,http://www.wikidata.org/entity/Q1577869
10NIEV07,1,0,http://www.wikidata.org/entity/Q115119
10NIEV07,1,2,http://www.wikidata.org/entity/Q1570890
10NIEV07,2,0,http://www.wikidata.org/entity/Q115153
10NIEV07,2,2,http://www.wikidata.org/entity/Q134987
10NIEV07,3,0,http://www.wikidata.org/entity/Q115119
10NIEV07,3,2,http://www.wikidata.org/entity/Q2359870
10NIEV07,4,0,http://www.wikidata.org/entity/Q545560
10NIEV07,4,2,http://www.wikidata.org/entity/Q916979
10NIEV07,5,0,http://www.wikidata.org/entity/Q487571
10NIEV07,5,2,http://www.wikidata.org/entity/Q1157823
10NIEV07,6,0,http://www.wikidata.org/entity/Q115119
10NIEV07,6,2,http://www.wikidata.org/entity/Q1157823
10NIEV07,7,0,http://www.wikidata.org/entity/Q487605
10NIEV07,7,2,http://www.wikidata.org/entity/Q1902409
10NIEV07,8,0,http://www.wikidata.org/entity/Q115097
10NIEV07,8,2,http://www.wikidata.org/entity/Q125916
8UHQ8NMW,1,0,http://www.wikidata.org/entity/Q115097
8UHQ8NMW,1,2,http://www.wikidata.org/entity/Q1577409
8UHQ8NMW,2,0,http://www.wikidata.org/entity/Q115119
8UHQ8NMW,2,2,http://www.wikidata.org/entity/Q2019870
8UHQ8NMW,3,0,http://www.wikidata.org/entity/Q115097
8UHQ8NMW,3,2,http://www.wikidata.org/entity/Q2747409
8UHQ8NMW,4,0,http://www.wikidata.org/entity/Q487605
8UHQ8NMW,4,2,http://www.wikidata.org/entity/Q716453
8UHQ8NMW,5,0,http://www.wikidata.org/entity/Q487571
8UHQ8NMW,5,2,http://www.wikidata.org/entity/Q1542947
8UHQ8NMW,6,0,http://www.wikidata.org/entity/Q115097
8UHQ8NMW,6,2,http://www.wikidata.org/entity/Q834636
8UHQ8NMW,7,0,http://www.wikidata.org/entity/Q115119
8UHQ8NMW,7,2,http://www.wikidata.org/entity/Q1542947
MBGIUSUY,1,0,http://www.wikidata.org/entity/Q115097
MBGIUSUY,1,2,http://www.wikidata.org/entity/Q2829165
MBGIUSUY,2,0,http://www.wikidata.org/entity/Q487605
MBGIUSUY,2,2,http://www.wikidata.org/entity/Q1051727
MBGIUSUY,3,0,http://www.wikidata.org/entity/Q115119
MBGIUSUY,3,2,http://www.wikidata.org/entity/Q115086
MBGIUSUY,4,0,http://www.wikidata.org/entity/Q115125
MBGIUSUY,4,2,http://www.wikidata.org/entity/Q115422
MBGIUSUY,5,0,http://www.wikidata.org/entity/Q487605
MBGIUSUY,5,2,http://www.wikidata.org/entity/Q14621
MBGIUSUY,6,0,http://www.wikidata.org/entity/Q115119
MBGIUSUY,6,2,http://www.wikidata.org/entity/Q916561
MBGIUSUY,7,0,http://www.wikidata.org/entity/Q115125
MBGIUSUY,7,2,http://www.wikidata.org/entity/Q152550
MBGIUSUY,8,0,http://www.wikidata.org/entity/Q114915
MBGIUSUY,8,2,http://www.wikidata.org/entity/Q48298
6RTGWWDZ,1,0,http://www.wikidata.org/entity/Q115119
6RTGWWDZ,1,2,http://www.wikidata.org/entity/Q114734
6RTGWWDZ,2,0,http://www.wikidata.org/entity/Q114915
6RTGWWDZ,2,2,http://www.wikidata.org/entity/Q486791
6RTGWWDZ,3,0,http://www.wikidata.org/entity/Q486791
6RTGWWDZ,3,2,http://www.wikidata.org/entity/Q115119
6RTGWWDZ,4,0,http://www.wikidata.org/entity/Q115097
6RTGWWDZ,4,2,http://www.wikidata.org/entity/Q487650
6RTGWWDZ,5,0,http://www.wikidata.org/entity/Q54542
6RTGWWDZ,5,2,http://www.wikidata.org/entity/Q486791
6RTGWWDZ,6,0,http://www.wikidata.org/entity/Q115097
6RTGWWDZ,6,2,http://www.wikidata.org/entity/Q964516
6RTGWWDZ,7,0,http://www.wikidata.org/entity/Q110617
6RTGWWDZ,7,2,http://www.wikidata.org/entity/Q11922772
6RTGWWDZ,8,0,http://www.wikidata.org/entity/Q115097
6RTGWWDZ,8,2,http://www.wikidata.org/entity/Q487605
XT6VVCAV,1,0,http://www.wikidata.org/entity/Q115119
XT6VVCAV,1,2,http://www.wikidata.org/entity/Q115119
XT6VVCAV,2,0,http://www.wikidata.org/entity/Q487571
XT6VVCAV,2,2,http://www.wikidata.org/entity/Q487650
XT6VVCAV,3,0,http://www.wikidata.org/entity/Q115097
XT6VVCAV,3,2,http://www.wikidata.org/entity/Q487650
XT6VVCAV,4,0,http://www.wikidata.org/entity/Q487605
XT6VVCAV,4,2,http://www.wikidata.org/entity/Q487605
XT6VVCAV,5,0,http://www.wikidata.org/entity/Q114734
XT6VVCAV,5,2,http://www.wikidata.org/entity/Q495782
P9XT0D3W,1,0,http://www.wikidata.org/entity/Q115097
P9XT0D3W,1,2,http://www.wikidata.org/entity/Q487605
P9XT0D3W,2,0,http://www.wikidata.org/entity/Q115097
P9XT0D3W,2,2,http://www.wikidata.org/entity/Q114734
P9XT0D3W,3,0,http://www.wikidata.org/entity/Q115119
P9XT0D3W,3,2,http://www.wikidata.org/entity/Q487605
P9XT0D3W,4,0,http://www.wikidata.org/entity/Q487605
P9XT0D3W,4,2,http://www.wikidata.org/entity/Q54853
P9XT0D3W,5,0,http://www.wikidata.org/entity/Q114734
P9XT0D3W,5,2,http://www.wikidata.org/entity/Q486791
P9XT0D3W,6,0,http://www.wikidata.org/entity/Q115097
P9XT0D3W,6,2,http://www.wikidata.org/entity/Q115170
GPENFXWP,1,0,http://www.wikidata.org/entity/Q115119
GPENFXWP,1,2,http://www.wikidata.org/entity/Q115119
GPENFXWP,2,0,http://www.wikidata.org/entity/Q115132
GPENFXWP,2,2,http://www.wikidata.org/entity/Q11922772
GPENFXWP,3,0,http://www.wikidata.org/entity/Q115204
GPENFXWP,3,2,http://www.wikidata.org/entity/Q11922772
GPENFXWP,4,0,http://www.wikidata.org/entity/Q115119
GPENFXWP,4,2,http://www.wikidata.org/entity/Q110617
GPENFXWP,5,0,http://www.wikidata.org/entity/Q487516
GPENFXWP,5,2,http://www.wikidata.org/entity/Q495782
GPENFXWP,6,0,http://www.wikidata.org/entity/Q487605
GPENFXWP,6,2,http://www.wikidata.org/entity/Q115119
GPENFXWP,7,0,http://www.wikidata.org/entity/Q115097
GPENFXWP,7,2,http://www.wikidata.org/entity/Q487650
GPENFXWP,8,0,http://www.wikidata.org/entity/Q11922772
GPENFXWP,8,2,http://www.wikidata.org/entity/Q114734
GPENFXWP,9,0,http://www.wikidata.org/entity/Q115097
GPENFXWP,9,2,http://www.wikidata.org/entity/Q487650
2SAD93QZ,1,0,http://www.wikidata.org/entity/Q487650
2SAD93QZ,1,2,http://www.wikidata.org/entity/Q487571
2SAD93QZ,2,0,http://www.wikidata.org/entity/Q545560
2SAD93QZ,2,2,http://www.wikidata.org/entity/Q500674
2SAD93QZ,3,0,http://www.wikidata.org/entity/Q54572
2SAD93QZ,3,2,http://www.wikidata.org/entity/Q487605
2SAD93QZ,4,0,http://www.wikidata.org/entity/Q115097
2SAD93QZ,4,2,http://www.wikidata.org/entity/Q487605
2SAD93QZ,5,0,http://www.wikidata.org/entity/Q114734
2SAD93QZ,5,2,http://www.wikidata.org/entity/Q11922772
2SAD93QZ,6,0,http://www.wikidata.org/entity/Q115119
2SAD93QZ,6,2,http://www.wikidata.org/entity/Q494675
2SAD93QZ,7,0,http://www.wikidata.org/entity/Q487571
2SAD93QZ,7,2,http://www.wikidata.org/entity/Q486791
2SAD93QZ,8,0,http://www.wikidata.org/entity/Q487605
2SAD93QZ,8,2,http://www.wikidata.org/entity/Q487605
HMVJ3GQE,1,0,http://www.wikidata.org/entity/Q487670
HMVJ3GQE,1,2,http://www.wikidata.org/entity/Q487605
HMVJ3GQE,2,0,http://www.wikidata.org/entity/Q11922772
HMVJ3GQE,2,2,http://www.wikidata.org/entity/Q110617
HMVJ3GQE,3,0,http://www.wikidata.org/entity/Q114734
HMVJ3GQE,3,2,http://www.wikidata.org/entity/Q495782
39DKHTFY,1,0,http://www.wikidata.org/entity/Q1194537
39DKHTFY,2,0,http://www.wikidata.org/entity/Q6494732
39DKHTFY,3,0,http://www.wikidata.org/entity/Q159040
39DKHTFY,4,0,http://www.wikidata.org/entity/Q1582409
39DKHTFY,5,0,http://www.wikidata.org/entity/Q98791621
39DKHTFY,6,0,http://www.wikidata.org/entity/Q595979
39DKHTFY,7,0,http://www.wikidata.org/entity/Q1469796
39DKHTFY,8,0,http://www.wikidata.org/entity/Q380568
LMOJJ5LT,1,0,http://www.wikidata.org/entity/Q916
LMOJJ5LT,2,0,http://www.wikidata.org/entity/Q607
LMOJJ5LT,3,0,http://www.wikidata.org/entity/Q6903
LMOJJ5LT,4,0,http://www.wikidata.org/entity/Q68942
LMOJJ5LT,5,0,http://www.wikidata.org/entity/Q67132
LMOJJ5LT,6,0,http://www.wikidata.org/entity/Q63954
W718J2VB,1,0,http://www.wikidata.org/entity/Q23145387
W718J2VB,2,0,http://www.wikidata.org/entity/Q24071632
W718J2VB,3,0,http://www.wikidata.org/entity/Q20999624
W718J2VB,4,0,http://www.wikidata.org/entity/Q22157861
K30ENNC8,1,0,http://www.wikidata.org/entity/Q15678208
K30ENNC8,2,0,http://www.wikidata.org/entity/Q15951616
K30ENNC8,3,0,http://www.wikidata.org/entity/Q24001332
K30ENNC8,4,0,http://www.wikidata.org/entity/Q24001332
K30ENNC8,5,0,http://www.wikidata.org/entity/Q18561139
K30ENNC8,6,0,http://www.wikidata.org/entity/Q10688117
OYY5QFUQ,1,0,http://www.wikidata.org/entity/Q15415990
OYY5QFUQ,2,0,http://www.wikidata.org/entity/Q55656164
OYY5QFUQ,3,0,http://www.wikidata.org/entity/Q13510655
OYY5QFUQ,4,0,http://www.wikidata.org/entity/Q72101039
OYY5QFUQ,5,0,http://www.wikidata.org/entity/Q65674054
OYY5QFUQ,6,0,http://www.wikidata.org/entity/Q37787734
OYY5QFUQ,7,0,http://www.wikidata.org/entity/Q18010655
OYY5QFUQ,8,0,http://www.wikidata.org/entity/Q15415990
5BBSZ3DP,1,0,http://www.wikidata.org/entity/Q10698239
5BBSZ3DP,2,0,http://www.wikidata.org/entity/Q56196490
5BBSZ3DP,3,0,http://www.wikidata.org/entity/Q10698239
5BBSZ3DP,4,0,http://www.wikidata.org/entity/Q56115990
5BBSZ3DP,5,0,http://www.wikidata.org/entity/Q10694392
5BBSZ3DP,6,0,http://www.wikidata.org/entity/Q18501028
5BBSZ3DP,7,0,http://www.wikidata.org/entity/Q24001332
5BBSZ3DP,8,0,http://www.wikidata.org/entity/Q11382199
5BBSZ3DP,9,0,http://www.wikidata.org/entity/Q17213934
5BBSZ3DP,10,0,http://www.wikidata.org/entity/Q19998762
QNEWRIPI,1,0,http://www.wikidata.org/entity/Q102916979
QNEWRIPI,2,0,http://www.wikidata.org/entity/Q27442
QNEWRIPI,3,0,http://www.wikidata.org/entity/Q16815934
QNEWRIPI,4,0,http://www.wikidata.org/entity/Q28801332
QNEWRIPI,5,0,http://www.wikidata.org/entity/Q11716
QNEWRIPI,6,0,http://www.wikidata.org/entity/Q34652
QNEWRIPI,7,0,http://www.wikidata.org/entity/Q219060
QNEWRIPI,8,0,http://www.wikidata.org/entity/Q115782
QNEWRIPI,9,0,http://www.wikidata.org/entity/Q6574
QNEWRIPI,10,0,http://www.wikidata.org/entity/Q34726
DJIVD6TL,1,0,http://www.wikidata.org/entity/Q2120540
DJIVD6TL,2,0,http://www.wikidata.org/entity/Q10424038
DJIVD6TL,3,0,http://www.wikidata.org/entity/Q10374054
DJIVD6TL,4,0,http://www.wikidata.org/entity/Q11592571
DJIVD6TL,5,0,http://www.wikidata.org/entity/Q6065789
DJIVD6TL,6,0,http://www.wikidata.org/entity/Q3848315
DJIVD6TL,7,0,http://www.wikidata.org/entity/Q54574134
DJIVD6TL,8,0,http://www.wikidata.org/entity/Q10345387
DJIVD6TL,9,0,http://www.wikidata.org/entity/Q11394051
ZMH90F01,1,0,http://www.wikidata.org/entity/Q134987
ZMH90F01,2,0,http://www.wikidata.org/entity/Q1577409
ZMH90F01,3,0,http://www.wikidata.org/entity/Q1541597
6W4T0PHG,1,0,http://www.wikidata.org/entity/Q6116235
6W4T0PHG,2,0,http://www.wikidata.org/entity/Q821328
6W4T0PHG,3,0,http://www.wikidata.org/entity/Q741740
6W4T0PHG,4,0,http://www.wikidata.org/entity/Q2122409
6W4T0PHG,5,0,http://www.wikidata.org/entity/Q1077313
6W4T0PHG,6,0,http://www.wikidata.org/entity/Q561159
6W4T0PHG,7,0,http://www.wikidata.org/entity/Q106204376
6W4T0PHG,8,0,http://www.wikidata.org/entity/Q1194537
2SLP036H,1,0,http://www.wikidata.org/entity/Q1194537
2SLP036H,2,0,http://www.wikidata.org/entity/Q1909509
2SLP036H,3,0,http://www.wikidata.org/entity/Q516740
RESSHCFK,1,0,http://www.wikidata.org/entity/Q561159
RESSHCFK,2,0,http://www.wikidata.org/entity/Q159516
RESSHCFK,3,0,http://www.wikidata.org/entity/Q172976
RESSHCFK,4,0,http://www.wikidata.org/entity/Q916561
RESSHCFK,5,0,http://www.wikidata.org/entity/Q1541597
RESSHCFK,6,0,http://www.wikidata.org/entity/Q1720205
EJGKPNHP,1,0,http://www.wikidata.org/entity/Q190950
EJGKPNHP,2,0,http://www.wikidata.org/entity/Q1727725
EJGKPNHP,3,0,http://www.wikidata.org/entity/Q2945164
RNUTTGR6,1,0,http://www.wikidata.org/entity/Q623236
RNUTTGR6,2,0,http://www.wikidata.org/entity/Q821611
RNUTTGR6,3,0,http://www.wikidata.org/entity/Q1194537
RNUTTGR6,4,0,http://www.wikidata.org/entity/Q56164
JG29EIGN,1,0,http://www.wikidata.org/entity/Q7211575
JG29EIGN,1,1,http://www.wikidata.org/entity/Q7164537
JG29EIGN,1,2,http://www.wikidata.org/entity/Q568782
JG29EIGN,2,0,http://www.wikidata.org/entity/Q1157823
JG29EIGN,2,1,http://www.wikidata.org/entity/Q314916
JG29EIGN,2,2,http://www.wikidata.org/entity/Q65
V5YN6MU4,1,0,http://www.wikidata.org/entity/Q2476361
V5YN6MU4,2,0,http://www.wikidata.org/entity/Q1599984
ZAWYCL88,1,0,http://www.wikidata.org/entity/Q1042409
ZAWYCL88,2,0,http://www.wikidata.org/entity/Q4664537
ZAWYCL88,3,0,http://www.wikidata.org/entity/Q2476361
ZAWYCL88,4,0,http://www.wikidata.org/entity/Q4664537
ZAWYCL88,5,0,http://www.wikidata.org/entity/Q8059165
N59ZOEEM,1,0,http://www.wikidata.org/entity/Q2400137
N59ZOEEM,2,0,http://www.wikidata.org/entity/Q4664537
N59ZOEEM,3,0,http://www.wikidata.org/entity/Q2517823
N59ZOEEM,4,0,http://www.wikidata.org/entity/Q2476361
N59ZOEEM,5,0,http://www.wikidata.org/entity/Q3682409
N59ZOEEM,6,0,http://www.wikidata.org/entity/Q28491621
N59ZOEEM,7,0,http://www.wikidata.org/entity/Q1599984
N59ZOEEM,8,0,http://www.wikidata.org/entity/Q190240
N59ZOEEM,9,0,http://www.wikidata.org/entity/Q2476361
N59ZOEEM,10,0,http://www.wikidata.org/entity/Q2849165
74EWSF9F,1,0,http://www.wikidata.org/entity/Q3011597
74EWSF9F,2,0,http://www.wikidata.org/entity/Q2400137
74EWSF9F,3,0,http://www.wikidata.org/entity/Q2687409
74EWSF9F,4,0,http://www.wikidata.org/entity/Q216568
74EWSF9F,5,0,http://www.wikidata.org/entity/Q157568
74EWSF9F,6,0,http://www.wikidata.org/entity/Q3184537
74EWSF9F,7,0,http://www.wikidata.org/entity/Q3149165
UTBAT3T8,1,0,http://www.wikidata.org/entity/Q187568
UTBAT3T8,2,0,http://www.wikidata.org/entity/Q211956
UTBAT3T8,3,0,http://www.wikidata.org/entity/Q2400137
UTBAT3T8,4,0,http://www.wikidata.org/entity/Q3149165
UTBAT3T8,5,0,http://www.wikidata.org/entity/Q2802409
UTBAT3T8,6,0,http://www.wikidata.org/entity/Q3058218
UTBAT3T8,7,0,http://www.wikidata.org/entity/Q2687409
UTBAT3T8,8,0,http://www.wikidata.org/entity/Q2548343
KTOJ2CH9,1,0,http://www.wikidata.org/entity/Q80900
KTOJ2CH9,2,0,http://www.wikidata.org/entity/Q3033287
KTOJ2CH9,3,0,http://www.wikidata.org/entity/Q3184537
KTOJ2CH9,4,0,http://www.wikidata.org/entity/Q3127409
KTOJ2CH9,5,0,http://www.wikidata.org/entity/Q3129870
KTOJ2CH9,6,0,http://www.wikidata.org/entity/Q2451575
KTOJ2CH9,7,0,http://www.wikidata.org/entity/Q255721
KTOJ2CH9,8,0,http://www.wikidata.org/entity/Q3064537
KTOJ2CH9,9,0,http://www.wikidata.org/entity/Q3193287
TVK488S0,1,0,http://www.wikidata.org/entity/Q3193287
TVK488S0,2,0,http://www.wikidata.org/entity/Q3189796
TVK488S0,3,0,http://www.wikidata.org/entity/Q3064537
10BWA0TL,1,0,http://www.wikidata.org/entity/Q3127409
10BWA0TL,2,0,http://www.wikidata.org/entity/Q2802409
K0GLR5JP,1,0,http://www.wikidata.org/entity/Q3106361
K0GLR5JP,2,0,http://www.wikidata.org/entity/Q3060890
K0GLR5JP,3,0,http://www.wikidata.org/entity/Q3106361
K0GLR5JP,4,0,http://www.wikidata.org/entity/Q3149165
K0GLR5JP,5,0,http://www.wikidata.org/entity/Q2624537
K0GLR5JP,6,0,http://www.wikidata.org/entity/Q3149165
K0GLR5JP,7,0,http://www.wikidata.org/entity/Q3093287
K0GLR5JP,8,0,http://www.wikidata.org/entity/Q3193287
9015OF17,1,0,http://www.wikidata.org/entity/Q3151575
9015OF17,2,0,http://www.wikidata.org/entity/Q3106361
9015OF17,3,0,http://www.wikidata.org/entity/Q2471901
9015OF17,4,0,http://www.wikidata.org/entity/Q3170890
SK380FJC,1,0,http://www.wikidata.org/entity/Q15632508
SK380FJC,1,1,http://www.wikidata.org/entity/Q212
SK380FJC,2,0,http://www.wikidata.org/entity/Q23794339
SK380FJC,2,1,http://www.wikidata.org/entity/Q212
SK380FJC,3,0,http://www.wikidata.org/entity/Q21882199
SK380FJC,3,1,http://www.wikidata.org/entity/Q212
SK380FJC,4,0,http://www.wikidata.org/entity/Q21882197
SK380FJC,4,1,http://www.wikidata.org/entity/Q212
SK380FJC,5,0,http://www.wikidata.org/entity/Q60226851
SK380FJC,5,1,http://www.wikidata.org/entity/Q184
SK380FJC,6,0,http://www.wikidata.org/entity/Q66881899
SK380FJC,6,1,http://www.wikidata.org/entity/Q184
SK380FJC,7,0,http://www.wikidata.org/entity/Q21857861
SK380FJC,7,1,http://www.wikidata.org/entity/Q184
SK380FJC,8,0,http://www.wikidata.org/entity/Q21857861
SK380FJC,8,1,http://www.wikidata.org/entity/Q184
8ENL8V6N,1,0,http://www.wikidata.org/entity/Q11555851
8ENL8V6N,2,0,http://www.wikidata.org/entity/Q11825561
H5XHPI0F,1,0,http://www.wikidata.org/entity/Q51674054
H5XHPI0F,1,1,http://www.wikidata.org/entity/Q55829954
H5XHPI0F,2,0,http://www.wikidata.org/entity/Q105740821
H5XHPI0F,2,1,http://www.wikidata.org/entity/Q24001332
H5XHPI0F,3,0,http://www.wikidata.org/entity/Q1159254
H5XHPI0F,3,1,http://www.wikidata.org/entity/Q90731
H5XHPI0F,3,2,http://www.wikidata.org/entity/Q99
H5XHPI0F,4,0,http://www.wikidata.org/entity/Q2400137
H5XHPI0F,4,1,http://www.wikidata.org/entity/Q2129299
H5XHPI0F,4,2,http://www.wikidata.org/entity/Q408
H5XHPI0F,5,0,http://www.wikidata.org/entity/Q1259165
H5XHPI0F,5,1,http://www.wikidata.org/entity/Q1093395
7L3MPSJV,1,0,http://www.wikidata.org/entity/Q110159516
7L3MPSJV,1,1,http://www.wikidata.org/entity/Q1093395
7L3MPSJV,2,0,http://www.wikidata.org/entity/Q83432
7L3MPSJV,2,1,http://www.wikidata.org/entity/Q55829954
7L3MPSJV,2,2,http://www.wikidata.org/entity/Q7270890
7L3MPSJV,3,0,http://www.wikidata.org/entity/Q83500
7L3MPSJV,3,1,http://www.wikidata.org/entity/Q227240
7L3MPSJV,3,2,http://www.wikidata.org/entity/Q45398762
7L3MPSJV,4,0,http://www.wikidata.org/entity/Q1351064
7L3MPSJV,4,1,http://www.wikidata.org/entity/Q1093395
STDHV4DP,1,0,http://www.wikidata.org/entity/Q55432828
STDHV4DP,1,1,http://www.wikidata.org/entity/Q1093395
STDHV4DP,1,2,http://www.wikidata.org/entity/Q65
STDHV4DP,2,0,http://www.wikidata.org/entity/Q1902409
